Time,time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1638389442.8545678,1638389442866755470,-0.49200698733329773,-0.10893599689006805,10.013711929321289,-0.02877799980342388,0.01705400086939335,0.0037299999967217445,-2.4000000953674316,-1.2000000476837158,57.599998474121094
1638389442.8742716,1638389442886615778,-0.45130500197410583,-0.07781100273132324,10.018500328063965,-0.02851100079715252,0.01785299926996231,0.0037299999967217445,-2.4000000953674316,-1.2000000476837158,57.599998474121094
1638389442.89634,1638389442908067579,-0.5123569965362549,-0.11013299971818924,9.996952056884766,-0.02851100079715252,0.018386000767350197,0.0037299999967217445,-2.4000000953674316,-1.2000000476837158,57.599998474121094
1638389442.9155104,1638389442927442860,-0.5171459913253784,-0.0730229988694191,9.971813201904297,-0.029044000431895256,0.018118999898433685,0.004263000097125769,-2.4000000953674316,-1.2000000476837158,57.599998474121094
1638389442.9411018,1638389442953600284,-0.49081000685691833,-0.11611799895763397,9.950265884399414,-0.02877799980342388,0.017319999635219574,0.003197999903932214,-1.5,-0.8999999761581421,58.5
1638389442.9563885,1638389442966698242,-0.4716559946537018,-0.12449800223112106,9.990966796875,-0.02877799980342388,0.018651999533176422,0.0037299999967217445,-1.5,-0.8999999761581421,58.5
1638389442.974939,1638389442986750904,-0.48243001103401184,-0.09816200286149979,9.93350601196289,-0.02797899954020977,0.01785299926996231,0.003197999903932214,-1.5,-0.8999999761581421,58.5
1638389443.00414,1638389443008125617,-0.48961201310157776,-0.07900799810886383,9.986178398132324,-0.02797899954020977,0.018118999898433685,0.004530000034719706,-1.5,-0.8999999761581421,58.5
1638389443.0191686,1638389443027316251,-0.5255249738693237,-0.10654199868440628,9.975404739379883,-0.027445999905467033,0.01785299926996231,0.0039969999343156815,-1.5,-0.8999999761581421,58.5
1638389443.055415,1638389443066961809,-0.49799200892448425,-0.13048399984836578,9.967024803161621,-0.02851100079715252,0.01705400086939335,0.0039969999343156815,-0.8999999761581421,-0.8999999761581421,58.5
1638389443.0766294,1638389443089087760,-0.4548969864845276,-0.10654199868440628,9.965827941894531,-0.02851100079715252,0.017587000504136086,0.003197999903932214,-0.8999999761581421,-0.8999999761581421,58.5
1638389443.0959036,1638389443108457519,-0.484824001789093,-0.09337399899959564,9.95864486694336,-0.028245000168681145,0.017587000504136086,0.0037299999967217445,-0.8999999761581421,-0.8999999761581421,58.5
1638389443.1155937,1638389443127914575,-0.5255249738693237,-0.045490000396966934,10.014908790588379,-0.02851100079715252,0.018118999898433685,0.004530000034719706,-0.8999999761581421,-0.8999999761581421,58.5
