Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1638389442.9745395,12694,1638389442,974390029,0,-55.139747619628906,-1415.3779296875,0.0,0.0,0.0,-0.02788369444131372,0.9996111741994002
1638389442.9774408,12695,1638389442,977222919,0,-311.17279052734375,-1416.390380859375,0.0,0.0,0.0,-0.040834253592011496,0.9991659340337736
1638389443.0132837,12696,1638389443,13051033,0,-55.16446304321289,-1415.2744140625,0.0,0.0,0.0,-0.02688472846606731,0.9996385403611177
1638389443.0137436,12697,1638389443,13637065,0,-311.1863708496094,-1416.2943115234375,0.0,0.0,0.0,-0.040817191098450153,0.9991666312036409
1638389443.0495546,12698,1638389443,49340963,0,-311.2192077636719,-1416.38671875,0.0,0.0,0.0,-0.04106012578742745,0.9991566774386891
1638389443.0525146,12699,1638389443,52248954,0,-55.248313903808594,-1415.173095703125,0.0,0.0,0.0,-0.02784150328878778,0.9996123502111308
1638389443.0864472,12700,1638389443,86292028,0,-311.3623046875,-1416.32958984375,0.0,0.0,0.0,-0.04076654326442642,0.9991686989444123
1638389443.0911326,12701,1638389443,90893983,0,-55.100704193115234,-1415.1978759765625,0.0,0.0,0.0,-0.026240895884385943,0.999655648402581
1638389443.1228387,12702,1638389443,122610092,0,-311.2754211425781,-1416.412353515625,0.0,0.0,0.0,-0.04065555837074606,0.9991732210050281
1638389443.1293104,12703,1638389443,129106998,0,-54.993011474609375,-1415.2772216796875,0.0,0.0,0.0,-0.027293425311030954,0.9996274650762609
1638389443.1581676,12704,1638389443,157946109,0,-311.135986328125,-1416.217529296875,0.0,0.0,0.0,-0.04084093863205394,0.9991656608048801
1638389443.167312,12705,1638389443,167109012,0,-55.170135498046875,-1414.88232421875,0.0,0.0,0.0,-0.028073969218029817,0.9996058484484498
1638389443.1954136,12706,1638389443,195218086,0,-311.289794921875,-1416.47265625,0.0,0.0,0.0,-0.040791381448791034,0.9991676852258079
1638389443.2064533,12707,1638389443,206155061,0,-55.20166015625,-1415.321044921875,0.0,0.0,0.0,-0.02657375179892618,0.9996468555021464
1638389443.23169,12708,1638389443,231504917,0,-311.2916564941406,-1416.3240966796875,0.0,0.0,0.0,-0.040835437246227915,0.9991658856590878
1638389443.2457554,12709,1638389443,245567083,0,-55.07413101196289,-1415.3125,0.0,0.0,0.0,-0.026620662679356453,0.9996456073621851
1638389443.2677188,12710,1638389443,267525911,0,-311.1195068359375,-1416.322998046875,0.0,0.0,0.0,-0.04117688558865654,0.9991518723863848
1638389443.284608,12711,1638389443,284337997,0,-55.05177307128906,-1415.315673828125,0.0,0.0,0.0,-0.027154341012908347,0.9996312528948635
1638389443.3047464,12712,1638389443,304526090,0,-311.2806701660156,-1416.3004150390625,0.0,0.0,0.0,-0.04124787024072494,0.9991489444525297
1638389443.322446,12713,1638389443,322263956,0,-55.18827438354492,-1415.1995849609375,0.0,0.0,0.0,-0.026665936818322925,0.9996444006813628
1638389443.3409898,12714,1638389443,340744972,0,-311.2864685058594,-1416.557861328125,0.0,0.0,0.0,-0.04051489936308325,0.999178934390432
1638389443.3607228,12715,1638389443,360024929,0,-55.348270416259766,-1415.3780517578125,0.0,0.0,0.0,-0.0276760877986419,0.9996169437160226
1638389443.3790128,12716,1638389443,378601074,0,-311.1322021484375,-1416.32861328125,0.0,0.0,0.0,-0.04092212301186553,0.9991623390861977
1638389443.3985622,12717,1638389443,398348093,0,-55.182987213134766,-1415.26611328125,0.0,0.0,0.0,-0.026840132350873964,0.999639738753611
1638389443.4163892,12718,1638389443,416202068,0,-311.1703186035156,-1416.4423828125,0.0,0.0,0.0,-0.04054583853263732,0.9991776793832443
1638389443.4360402,12719,1638389443,435807943,0,-55.20208740234375,-1415.1793212890625,0.0,0.0,0.0,-0.02871847499671627,0.9995875395351139
1638389443.4528034,12720,1638389443,452581882,0,-311.1684265136719,-1416.212890625,0.0,0.0,0.0,-0.040777199901985556,0.9991682640917662
1638389443.4747717,12721,1638389443,474543094,0,-54.93705749511719,-1415.238037109375,0.0,0.0,0.0,-0.02725968301495655,0.9996283857924024
1638389443.4906104,12722,1638389443,490411996,0,-311.15826416015625,-1416.2532958984375,0.0,0.0,0.0,-0.041418606998189195,0.9991418813133246
1638389443.5129557,12723,1638389443,512739896,0,-55.269317626953125,-1415.0621337890625,0.0,0.0,0.0,-0.02727195886879127,0.9996280509566841
1638389443.5295095,12724,1638389443,529275894,0,-311.1283264160156,-1416.367919921875,0.0,0.0,0.0,-0.04079088639755801,0.9991677054363304
1638389443.55095,12725,1638389443,550760030,0,-55.10769271850586,-1415.3111572265625,0.0,0.0,0.0,-0.0271691063392981,0.9996308516951264
1638389443.5661106,12726,1638389443,565912961,0,-311.1788330078125,-1416.22412109375,0.0,0.0,0.0,-0.04065026166490842,0.9991734365096855
1638389443.5888336,12727,1638389443,588641881,0,-55.21402359008789,-1415.1380615234375,0.0,0.0,0.0,-0.026806585148219746,0.999640638926155
1638389443.602805,12728,1638389443,602613925,0,-311.2243957519531,-1416.1378173828125,0.0,0.0,0.0,-0.04098693334573861,0.9991596825807735
1638389443.6276598,12729,1638389443,627453088,0,-55.189144134521484,-1415.2923583984375,0.0,0.0,0.0,-0.028123583525439765,0.9996044537964442
1638389443.6396406,12730,1638389443,639497995,0,-311.2805480957031,-1416.48193359375,0.0,0.0,0.0,-0.040710635854859165,0.9991709784257613
1638389443.6661265,12731,1638389443,665935993,0,-54.98419952392578,-1415.2919921875,0.0,0.0,0.0,-0.027176807394947246,0.9996306423573749
