Time,time,deltaX,deltaY,range,surfaceQuality
1638389454.340815,1638389454353267251,17,1,8190,111
1638389454.451078,1638389454463697618,22,-3,8191,105
1638389454.5777488,1638389454561845652,24,-9,8191,102
1638389454.651644,1638389454661838578,18,1,8191,103
1638389454.73725,1638389454749019819,14,-12,8190,97
1638389454.871871,1638389454849116761,18,-3,8190,88
1638389454.9369874,1638389454949381420,15,-2,8190,94
1638389455.0507638,1638389455063248638,13,2,8191,93
1638389455.1725965,1638389455162885394,11,-6,8191,99
1638389455.250944,1638389455263836857,12,-2,8191,98
1638389455.3387861,1638389455351290869,6,0,8190,99
1638389455.468683,1638389455463660399,9,-2,8191,105
1638389455.5379727,1638389455550795071,4,0,8190,103
1638389455.6509333,1638389455663912089,1,0,8191,103
1638389455.76635,1638389455750732577,9,-3,8190,101
1638389455.8510725,1638389455863783498,5,-2,8191,106
1638389455.9377873,1638389455950719670,2,3,8190,103
1638389456.0621154,1638389456051854943,14,-6,8190,103
1638389456.139389,1638389456151837963,12,1,8190,111
1638389456.242693,1638389456255284348,13,5,8190,120
1638389456.3578517,1638389456365392032,15,5,8191,119
1638389456.440294,1638389456452708637,15,5,8190,122
1638389456.5395331,1638389456551668634,20,1,8190,115
1638389456.6647477,1638389456664840285,24,-4,8191,107
1638389456.7545772,1638389456767586216,29,-4,8191,93
1638389456.8518388,1638389456864752886,39,-5,8191,88
1638389456.9605258,1638389456964823515,18,-4,8191,91
1638389457.0521266,1638389457064901851,5,-3,8191,89
1638389457.1488683,1638389457161851317,3,-1,8191,90
1638389457.2629035,1638389457262588176,-3,2,8191,89
1638389457.3516462,1638389457361437433,0,0,8191,87
1638389457.4505436,1638389457463399202,0,0,8191,95
1638389457.5634792,1638389457561674417,0,0,8191,89
1638389457.650275,1638389457662130897,0,0,8191,88
1638389457.7362838,1638389457749179150,0,0,8190,90
1638389457.8570347,1638389457849371032,0,0,8190,91
1638389457.9367013,1638389457949777144,-1,0,8190,90
1638389458.0499864,1638389458063060616,-1,2,8191,87
1638389458.1732087,1638389458150166994,-2,1,8190,87
1638389458.283673,1638389458250387831,-7,-1,8190,88
1638389458.3489294,1638389458361697393,-5,1,8191,86
1638389458.4540749,1638389458461772597,-12,-2,8191,85
1638389458.5488176,1638389458561872074,-12,4,8191,98
1638389458.6361382,1638389458649096896,-14,3,8190,100
1638389458.749727,1638389458761878099,-16,3,8191,97
1638389458.8491929,1638389458862129147,-16,5,8191,97
1638389458.9359677,1638389458949041712,-17,6,8190,115
1638389459.09435,1638389459061803589,-18,3,8191,120
1638389459.1360927,1638389459148837668,-15,3,8190,130
1638389459.235726,1638389459248727128,-16,0,8190,132
1638389459.5180056,1638389459349606694,-9,3,8190,137
1638389459.5209372,1638389459462396748,-16,-2,8191,123
1638389459.5497608,1638389459562890616,-15,0,8191,116
1638389459.636949,1638389459649645409,-17,-3,8190,122
1638389459.8153203,1638389459749502941,-14,-6,8190,103
1638389459.8502343,1638389459862945999,-12,-8,8191,96
1638389459.9525225,1638389459964944844,-7,1,8191,92
1638389460.125224,1638389460048642542,-13,-8,8190,94
1638389460.1358643,1638389460148723519,-5,2,8190,90
1638389460.249943,1638389460263128082,-14,-7,8191,86
1638389460.4686685,1638389460363031394,-15,6,8191,88
1638389460.558448,1638389460463011063,-15,-2,8191,90
1638389460.5585058,1638389460549299525,-15,0,8190,85
1638389460.65037,1638389460663006967,-14,-5,8191,90
1638389460.8142822,1638389460749896711,-16,-1,8190,90
1638389460.8375058,1638389460850083839,-16,0,8190,92
1638389460.9508345,1638389460963972958,-14,4,8191,95
1638389461.1603224,1638389461049966245,-16,0,8190,102
1638389461.2052677,1638389461150090553,-16,2,8190,108
1638389461.2371192,1638389461250322680,-14,3,8190,104
1638389461.3511374,1638389461364202002,-15,5,8191,100
1638389461.4998488,1638389461464131717,-13,3,8191,89
1638389461.5508904,1638389461564113101,-11,3,8191,99
1638389461.6491687,1638389461661957234,-15,5,8191,95
1638389461.8446126,1638389461750787496,-14,4,8190,99
1638389461.851749,1638389461863893963,-9,6,8191,114
1638389461.9507766,1638389461964021918,-14,1,8191,119
1638389462.0377893,1638389462050739667,-11,4,8190,126
1638389462.1900973,1638389462164150157,-11,0,8191,129
1638389462.2685673,1638389462251067291,-16,1,8190,132
1638389462.3510785,1638389462364207505,-13,3,8191,131
1638389462.5359077,1638389462451167506,-3,0,8190,121
1638389462.5522194,1638389462564696231,-10,6,8191,112
1638389462.6512785,1638389462664203366,-12,-3,8191,111
1638389462.886411,1638389462764519712,-16,-5,8191,104
1638389462.9637427,1638389462849218237,-18,-8,8190,108
1638389462.9637623,1638389462962356732,-14,-3,8191,113
1638389463.036808,1638389463049699668,-19,-6,8190,119
1638389463.1796052,1638389463149348734,-13,-5,8190,108
1638389463.2498493,1638389463262631660,-14,-7,8191,109
1638389463.350136,1638389463362992900,-12,-5,8191,104
1638389463.484184,1638389463450350939,-16,-6,8190,102
1638389463.5379455,1638389463550715877,-13,-6,8190,100
1638389463.6383235,1638389463651093368,-10,10,8190,96
1638389463.781197,1638389463750878171,-10,-6,8190,102
1638389463.8517215,1638389463864589609,-12,-3,8191,110
1638389464.0769925,1638389463951245527,-16,0,8190,118
1638389464.0810902,1638389464051036422,-16,-2,8190,125
1638389464.1514697,1638389464164213503,-13,0,8191,131
1638389464.2383723,1638389464251075835,-16,0,8190,133
1638389464.37386,1638389464364167183,-16,0,8191,131
1638389464.452373,1638389464464347367,-16,0,8191,126
1638389464.5435562,1638389464555624833,-14,-2,8190,120
1638389464.6513963,1638389464664184322,-16,0,8191,127
1638389464.7519104,1638389464764278252,-14,0,8191,122
1638389464.8386304,1638389464851233662,-12,8,8190,133
1638389464.9519992,1638389464951017575,-12,0,8190,129
1638389465.0383546,1638389465051260885,-12,5,8190,141
1638389465.139179,1638389465151300120,-11,7,8190,150
1638389465.2377174,1638389465250774064,-13,3,8190,153
1638389465.3393226,1638389465351845959,-12,6,8190,149
1638389465.4379218,1638389465450644034,-14,6,8190,148
1638389465.550118,1638389465563101593,-13,5,8191,146
1638389465.6374435,1638389465650348942,-12,5,8190,133
1638389465.7415073,1638389465754803987,-19,5,8190,131
1638389465.8497992,1638389465863111740,-11,2,8191,133
1638389465.937519,1638389465950485763,-9,7,8190,132
1638389466.0376618,1638389466050572446,-14,6,8190,138
1638389466.1393347,1638389466152341249,-12,6,8190,142
1638389466.2505476,1638389466263347423,-6,12,8191,143
1638389466.3503234,1638389466363288264,-15,8,8190,142
