Time,time,fwLeftPos,fwRightPos
1638389442.9563735,1638389442965920491,301.53076171875,107.07275390625
1638389442.957094,1638389442968646838,301.44287109375,107.0068359375
1638389442.9596643,1638389442970817426,301.44287109375,107.02880859375
1638389442.961452,1638389442972999264,301.61865234375,107.0068359375
1638389442.9633987,1638389442975688578,301.57470703125,107.05078125
1638389442.9654756,1638389442977856666,301.53076171875,107.0068359375
1638389442.9698472,1638389442980128405,301.57470703125,106.98486328125
1638389442.9718266,1638389442982333109,301.48681640625,107.07275390625
1638389442.9737656,1638389442985722722,301.48681640625,107.07275390625
1638389442.9764166,1638389442988648455,301.53076171875,107.05078125
1638389442.9782956,1638389442990839305,301.48681640625,107.02880859375
1638389442.9805186,1638389442993050884,301.640625,106.98486328125
1638389442.9827836,1638389442995262985,301.2890625,106.962890625
1638389442.9856062,1638389442997436333,301.57470703125,107.05078125
1638389442.9874585,1638389442999918344,301.61865234375,107.05078125
1638389442.9938748,1638389443001802302,301.5087890625,107.02880859375
1638389443.0039337,1638389443004049769,301.46484375,106.98486328125
1638389443.0040011,1638389443007301718,301.70654296875,107.02880859375
1638389443.0066059,1638389443012540546,301.640625,107.05078125
1638389443.0067015,1638389443012931766,301.48681640625,107.0068359375
1638389443.0067127,1638389443014452578,301.376953125,107.02880859375
1638389443.0067194,1638389443016687388,301.44287109375,107.0068359375
1638389443.0086284,1638389443018872039,301.640625,107.05078125
1638389443.0086873,1638389443021005593,301.53076171875,107.02880859375
1638389443.0109582,1638389443023230559,301.75048828125,107.05078125
1638389443.0143614,1638389443026401722,301.48681640625,106.962890625
1638389443.0501542,1638389443062006068,301.552734375,106.98486328125
1638389443.0537362,1638389443066076604,301.46484375,107.02880859375
1638389443.056463,1638389443068814410,301.57470703125,106.98486328125
1638389443.058675,1638389443071038855,301.48681640625,107.07275390625
1638389443.060901,1638389443073222047,301.48681640625,107.02880859375
1638389443.0636554,1638389443075918289,301.48681640625,107.0947265625
1638389443.0669525,1638389443077986579,301.57470703125,106.94091796875
1638389443.0690227,1638389443080319103,301.552734375,107.07275390625
1638389443.0723197,1638389443082584123,301.57470703125,107.0068359375
1638389443.0743916,1638389443084673716,301.46484375,107.02880859375
1638389443.0764332,1638389443088121093,301.552734375,107.02880859375
1638389443.078884,1638389443090827022,301.44287109375,107.02880859375
1638389443.0814452,1638389443093009173,301.48681640625,107.0947265625
1638389443.0836046,1638389443095222159,301.552734375,106.98486328125
1638389443.0856662,1638389443097402799,301.4208984375,107.05078125
1638389443.087624,1638389443099709279,301.46484375,107.02880859375
1638389443.0899029,1638389443101773820,301.7724609375,106.94091796875
1638389443.0923483,1638389443104054413,301.6845703125,106.962890625
1638389443.0952556,1638389443107421317,301.53076171875,106.98486328125
1638389443.097905,1638389443110265483,301.70654296875,107.05078125
1638389443.1004517,1638389443112419715,301.66259765625,106.98486328125
1638389443.103076,1638389443114648692,301.66259765625,106.98486328125
1638389443.105093,1638389443116769172,301.5087890625,106.94091796875
1638389443.1077032,1638389443118945594,301.640625,107.0947265625
1638389443.109745,1638389443121131338,301.5087890625,107.07275390625
1638389443.1121805,1638389443123350314,301.53076171875,107.07275390625
1638389443.114627,1638389443126725551,301.552734375,107.0068359375
1638389443.1504626,1638389443162454644,301.61865234375,106.98486328125
1638389443.155209,1638389443166329023,301.48681640625,107.0068359375
1638389443.157479,1638389443168891246,301.5966796875,107.05078125
1638389443.1599874,1638389443171163558,301.552734375,106.962890625
1638389443.1620922,1638389443173323520,301.53076171875,106.98486328125
1638389443.164212,1638389443175872618,301.5087890625,107.0068359375
1638389443.1665454,1638389443178085812,301.53076171875,107.0068359375
1638389443.1688066,1638389443180363698,301.53076171875,107.02880859375
1638389443.171069,1638389443182530066,301.5087890625,106.94091796875
