Time,steerAngle,throttle
1638389446.1422024,0.0,-0.0
1638389446.158249,0.0,-0.0
1638389446.1703355,0.0,-0.0
1638389446.1862633,0.0,-0.0
1638389446.2021556,0.0,-0.0
1638389446.214148,0.0,-0.0
1638389446.230179,0.0,0.6997573375701904
1638389446.2461503,0.0,1.5317882299423218
1638389446.2543216,0.0,1.9478037357330322
1638389446.262189,0.0,2.3638193607330322
1638389446.270316,0.0,2.779834747314453
1638389446.2741432,0.0,3.195850133895874
1638389446.2821596,0.0,3.611865520477295
1638389446.2903712,0.0,4.027881145477295
1638389446.2982066,0.0,4.443896770477295
1638389446.3061528,0.0,4.859911918640137
1638389446.314181,0.0,5.275927543640137
1638389446.3222075,0.0,5.691943168640137
1638389446.330198,0.0,6.1079583168029785
1638389446.3422828,0.0,6.523974418640137
1638389446.3583088,0.0,6.93998908996582
1638389446.454253,0.0,7.3560051918029785
1638389446.4621065,0.0,7.77202033996582
1638389446.478264,0.0,8.18803596496582
1638389446.4861183,0.0,8.60405158996582
1638389446.4982393,0.0,9.02006721496582
1638389446.5061798,0.0,9.436081886291504
1638389446.5142667,0.0,9.852097511291504
1638389446.530303,0.0,10.684128761291504
1638389446.5462148,0.0,11.100144386291504
1638389446.554343,0.0,11.932174682617188
1638389446.5582037,0.0,12.348190307617188
1638389446.5663197,0.0,12.764206886291504
1638389446.5742624,0.0,13.180221557617188
1638389446.5905452,0.0,13.596237182617188
1638389446.6262257,0.0,14.012251853942871
1638389446.6702647,0.0,14.428268432617188
1638389446.7142851,0.0,14.844283103942871
1638389446.8142269,0.0,15.2619047164917
1638389446.9182384,0.0,15.6779203414917
1638389446.9303045,0.0,16.093936920166016
1638389446.9462397,0.0,16.509952545166016
1638389446.9985685,0.0,16.925966262817383
1638389447.014274,0.0,17.341981887817383
1638389447.026316,0.0,17.757997512817383
1638389447.0422497,0.0,18.174013137817383
1638389447.05024,0.0,18.590028762817383
1638389447.0582008,0.0,19.006044387817383
1638389447.0662947,0.0,19.838075637817383
1638389447.074229,0.0,20.254091262817383
1638389447.08221,0.0,21.086122512817383
1638389447.090235,0.0,21.91815185546875
1638389447.0942132,0.0,22.75018310546875
1638389447.1022973,0.0,23.58221435546875
1638389447.1102211,0.0,23.99822998046875
1638389447.1182065,0.0,24.83026123046875
1638389447.1263163,0.0,25.24627685546875
1638389447.1342583,0.0,25.662290573120117
1638389447.1422493,0.0,26.07830810546875
1638389447.1462233,0.0,26.49432373046875
1638389447.52224,-0.001485668821260333,26.49432373046875
1638389447.5302527,-0.018911683931946754,26.49432373046875
1638389447.538171,-0.038515955209732056,26.49432373046875
1638389447.5462606,-0.06683322787284851,26.49432373046875
1638389447.5542223,-0.09733716398477554,26.49432373046875
1638389447.5621393,-0.13218919932842255,26.49432373046875
1638389447.566135,-0.16704122722148895,26.49432373046875
1638389447.5742378,-0.19536691904067993,26.49432373046875
1638389447.5821228,-0.21932768821716309,26.49432373046875
1638389447.5862212,-0.21932768821716309,26.49432373046875
1638389447.5902023,-0.23893195390701294,26.49432373046875
1638389447.5943816,-0.23893195390701294,26.49432373046875
1638389447.598366,-0.25200146436691284,26.49432373046875
1638389447.6020885,-0.25200146436691284,26.49432373046875
1638389447.6061277,-0.26071447134017944,26.49432373046875
1638389447.6102028,-0.26071447134017944,26.49432373046875
1638389447.614171,-0.2617993950843811,26.49432373046875
1638389447.6180742,-0.2617993950843811,26.49432373046875
1638389447.6262968,-0.2617993950843811,26.49432373046875
1638389447.7021353,-0.2617993950843811,26.49432373046875
1638389447.7182672,-0.2617993950843811,26.49432373046875
1638389447.7261887,-0.2617993950843811,26.49432373046875
1638389447.7582564,-0.2617993950843811,26.49432373046875
1638389447.7742133,-0.2617993950843811,26.49432373046875
1638389447.822239,-0.2617993950843811,26.910337448120117
1638389447.8823433,-0.2617993950843811,22.75018310546875
1638389447.8921788,-0.2617993950843811,22.75018310546875
1638389447.8941839,-0.2617993950843811,21.50213623046875
1638389447.8981767,-0.2617993950843811,21.50213623046875
1638389447.9021814,-0.2617993950843811,20.67010498046875
1638389447.9061275,-0.2617993950843811,20.67010498046875
1638389447.9101977,-0.2617993950843811,19.422060012817383
1638389447.9141984,-0.2617993950843811,19.422060012817383
1638389447.9181569,-0.2617993950843811,19.006044387817383
1638389447.9222355,-0.2617993950843811,18.174013137817383
1638389447.9261842,-0.2617993950843811,18.174013137817383
1638389447.9301827,-0.2617993950843811,17.757997512817383
1638389447.9341528,-0.2617993950843811,17.757997512817383
1638389448.0741792,-0.2454667091369629,17.757997512817383
1638389448.0822015,-0.2236841917037964,17.757997512817383
1638389448.090238,-0.19101041555404663,17.757997512817383
1638389448.0981956,-0.1561499834060669,17.757997512817383
1638389448.1061797,-0.1212979406118393,17.757997512817383
1638389448.1142695,-0.08644590526819229,17.757997512817383
1638389448.1223216,-0.05158546566963196,17.757997512817383
1638389448.1260722,-0.05158546566963196,17.341981887817383
1638389448.1301844,-0.021089937537908554,17.341981887817383
1638389448.1381893,0.0,17.341981887817383
1638389448.142169,0.0,16.925966262817383
1638389448.146183,0.0,16.925966262817383
1638389448.150257,0.0,16.925966262817383
1638389448.5902052,-0.003663920797407627,16.925966262817383
1638389448.5982482,-0.018911683931946754,16.925966262817383
1638389448.6061983,-0.04069420322775841,16.925966262817383
1638389448.6100593,-0.04069420322775841,16.925966262817383
1638389448.6141124,-0.06465497612953186,16.925966262817383
1638389448.6181374,-0.06465497612953186,16.925966262817383
1638389448.6220155,-0.09298066794872284,16.925966262817383
1638389448.625986,-0.09298066794872284,16.925966262817383
1638389448.6301003,-0.12347618490457535,16.925966262817383
1638389448.6342003,-0.12347618490457535,16.925966262817383
1638389448.6382315,-0.1517934650182724,16.925966262817383
1638389448.642204,-0.1517934650182724,16.925966262817383
1638389448.6460738,-0.17794090509414673,16.925966262817383
1638389448.6501913,-0.17794090509414673,16.925966262817383
1638389448.6540582,-0.19972342252731323,16.925966262817383
1638389448.6580698,-0.19972342252731323,16.925966262817383
1638389448.662087,-0.21714943647384644,16.925966262817383
1638389448.6661644,-0.21714943647384644,16.925966262817383
1638389448.670204,-0.23021894693374634,16.925966262817383
1638389448.6742673,-0.23021894693374634,16.925966262817383
1638389448.6782243,-0.2367537021636963,16.925966262817383
1638389448.6828833,-0.2367537021636963,16.925966262817383
1638389448.6861863,-0.24328845739364624,16.925966262817383
1638389448.6901846,-0.24328845739364624,16.925966262817383
1638389448.7023857,-0.2454667091369629,16.925966262817383
1638389448.7141736,-0.2454667091369629,20.254091262817383
1638389448.730275,-0.2454667091369629,20.67010498046875
1638389448.7462432,-0.2454667091369629,21.086122512817383
1638389448.762114,-0.2454667091369629,21.50213623046875
1638389448.7902224,-0.2454667091369629,21.91815185546875
1638389448.7981853,-0.2454667091369629,21.91815185546875
1638389448.8142219,-0.2454667091369629,22.33416748046875
1638389448.830209,-0.2454667091369629,22.75018310546875
1638389448.8702,-0.2454667091369629,23.16619873046875
1638389448.906102,-0.2454667091369629,23.58221435546875
1638389448.9221668,-0.2454667091369629,23.99822998046875
1638389448.9301698,-0.2454667091369629,24.41424560546875
1638389448.9621952,-0.2454667091369629,24.83026123046875
1638389448.9782143,-0.2454667091369629,25.24627685546875
1638389449.0020692,-0.2454667091369629,25.662290573120117
1638389449.018212,-0.2454667091369629,26.07830810546875
1638389449.02621,-0.2454667091369629,26.49432373046875
1638389449.0381176,-0.2454667091369629,26.910337448120117
1638389449.0462952,-0.2454667091369629,27.32635498046875
1638389449.0541394,-0.2454667091369629,27.742368698120117
1638389449.0621562,-0.2454667091369629,28.158384323120117
1638389449.0782053,-0.2454667091369629,28.57440185546875
1638389449.0942097,-0.2454667091369629,28.990415573120117
1638389449.2782698,-0.2454667091369629,29.406431198120117
1638389449.3822784,-0.24764496088027954,29.406431198120117
1638389449.5542622,-0.24982322752475739,29.406431198120117
1638389449.6622658,-0.25200146436691284,29.406431198120117
1638389449.746152,-0.25200146436691284,29.406431198120117
1638389449.8781543,-0.25200146436691284,29.406431198120117
1638389449.9262528,-0.25200146436691284,29.406431198120117
1638389449.994222,-0.25200146436691284,29.406431198120117
1638389449.998103,-0.2541797161102295,29.406431198120117
1638389450.010155,-0.2541797161102295,29.406431198120117
1638389450.0262647,-0.2541797161102295,29.406431198120117
1638389450.030194,-0.25635796785354614,29.406431198120117
1638389450.0502844,-0.25635796785354614,29.406431198120117
1638389450.1541858,-0.25635796785354614,29.406431198120117
1638389450.2980578,-0.2585362195968628,29.406431198120117
1638389450.694197,-0.2585362195968628,29.406431198120117
1638389451.1702418,-0.2585362195968628,25.662290573120117
1638389451.178177,-0.2585362195968628,24.83026123046875
1638389451.1862533,-0.2585362195968628,23.58221435546875
1638389451.194137,-0.2585362195968628,21.50213623046875
1638389451.2021716,-0.2585362195968628,19.422060012817383
1638389451.2101784,-0.2585362195968628,16.925966262817383
1638389451.218096,-0.2585362195968628,14.012251853942871
1638389451.2220938,-0.2585362195968628,10.684128761291504
1638389451.230179,-0.2585362195968628,7.77202033996582
1638389451.2381089,-0.2585362195968628,4.859911918640137
1638389451.246198,-0.2585362195968628,2.3638193607330322
1638389451.2541025,-0.2585362195968628,0.28374183177948
1638389451.2621338,-0.2585362195968628,-0.0
1638389451.2700403,-0.2585362195968628,-0.0
1638389451.2781703,-0.2585362195968628,-0.0
1638389451.3141875,-0.2585362195968628,-0.0
1638389451.322231,-0.2585362195968628,-0.0
1638389451.3301377,-0.2585362195968628,-0.0
1638389451.338124,-0.2585362195968628,-0.0
1638389451.3461602,-0.2585362195968628,-0.0
1638389451.3541577,-0.2585362195968628,-0.0
1638389451.362172,-0.2585362195968628,-0.0
1638389451.3700478,-0.2585362195968628,-0.0
1638389451.378113,-0.2585362195968628,-0.0
1638389451.386138,-0.2585362195968628,-0.0
1638389451.3942099,-0.2585362195968628,-0.0
1638389451.4021626,-0.2585362195968628,-0.0
1638389451.4101353,-0.2585362195968628,-0.0
1638389451.4182606,-0.2585362195968628,-0.0
1638389451.4222255,-0.2585362195968628,0.6997573375701904
1638389451.4261043,-0.2585362195968628,0.6997573375701904
1638389451.4301035,-0.2585362195968628,1.9478037357330322
1638389451.4341886,-0.2585362195968628,1.9478037357330322
1638389451.438082,-0.26071447134017944,3.195850133895874
1638389451.4421203,-0.26071447134017944,3.195850133895874
1638389451.4461331,-0.26071447134017944,4.027881145477295
1638389451.4501147,-0.26071447134017944,4.027881145477295
1638389451.4544857,-0.26071447134017944,5.275927543640137
1638389451.4581187,-0.26071447134017944,5.275927543640137
1638389451.4624147,-0.26071447134017944,6.1079583168029785
1638389451.4701388,-0.26071447134017944,6.523974418640137
1638389451.514144,-0.26071447134017944,6.93998908996582
1638389451.6262236,-0.26071447134017944,3.611865520477295
1638389451.6342165,-0.26071447134017944,2.779834747314453
1638389451.642123,-0.26071447134017944,1.9478037357330322
1638389451.6500654,-0.26071447134017944,1.5317882299423218
1638389451.6583166,-0.26071447134017944,0.6997573375701904
1638389451.6661153,-0.26071447134017944,0.6997573375701904
1638389451.6701386,-0.26071447134017944,-0.0
1638389451.6741586,-0.26071447134017944,-0.0
1638389451.6780963,-0.24328845739364624,-0.0
1638389451.6820722,-0.24328845739364624,-0.0
1638389451.6860845,-0.22586244344711304,-0.0
1638389451.6902032,-0.22586244344711304,-0.0
1638389451.693995,-0.20407991111278534,-0.0
1638389451.6981854,-0.20407991111278534,-0.0
1638389451.702066,-0.17358440160751343,-0.0
1638389451.7062936,-0.17358440160751343,-0.0
1638389451.7101848,-0.1387239545583725,-0.0
1638389451.7139862,-0.1387239545583725,-0.0
1638389451.7181313,-0.1038719192147255,-0.0
1638389451.7220995,-0.1038719192147255,-0.0
1638389451.7261057,-0.07336798310279846,-0.0
1638389451.7301102,-0.042872458696365356,-0.0
1638389451.7342458,-0.042872458696365356,-0.0
1638389451.7380843,-0.018911683931946754,-0.0
1638389451.742311,-0.018911683931946754,-0.0
1638389451.746159,0.0,-0.0
1638389451.7500951,0.0,-0.0
1638389451.754119,0.0,-0.0
1638389451.7621155,0.0,-0.0
1638389452.0701406,0.0,-0.0
1638389452.0781112,0.0,-0.0
1638389452.0861802,0.0014688483206555247,-0.0
