Time,time,range
1638389155.447544,1638389155444790743,1467
1638389155.5488255,1638389155545820288,1433
1638389155.68845,1638389155685641329,1413
1638389155.7452855,1638389155741942223,1462
1638389155.8474705,1638389155844666223,1395
1638389155.9865534,1638389155983771093,1366
1638389156.0868068,1638389156084043643,1347
1638389156.1874375,1638389156184096889,1278
1638389156.2877007,1638389156284882611,1248
1638389156.3902626,1638389156384739169,1247
1638389156.4869568,1638389156484092913,1259
1638389156.58752,1638389156584164287,1256
1638389156.687516,1638389156684526056,1257
1638389156.7872858,1638389156784291199,1254
1638389156.8883998,1638389156884379136,1254
1638389156.9857051,1638389156982671776,1252
1638389157.086049,1638389157083345521,1253
1638389157.186768,1638389157183893878,1251
1638389157.28787,1638389157283948850,1252
1638389157.3844783,1638389157381590540,1252
1638389157.4856207,1638389157481836626,1256
1638389157.5853462,1638389157582213402,1253
1638389157.6845834,1638389157681855829,1254
1638389157.7861142,1638389157782797510,1255
1638389157.8858128,1638389157883213041,1253
1638389157.985803,1638389157982799940,1253
1638389158.0860853,1638389158082931966,1255
1638389158.1862345,1638389158181312129,1255
1638389158.2858365,1638389158282311686,1255
1638389158.3859868,1638389158383004700,1256
1638389158.486399,1638389158482655051,1257
1638389158.5852938,1638389158582292900,1258
1638389158.6846287,1638389158682136292,1252
1638389158.7849865,1638389158782268413,1253
1638389158.9162083,1638389158882847769,1255
1638389158.985711,1638389158983196423,1254
1638389159.0815058,1638389159078705619,1254
1638389159.1819031,1638389159179169864,1253
1638389159.2824032,1638389159279628849,1254
1638389159.3859458,1638389159380057779,1255
1638389159.4841404,1638389159481361749,1254
1638389159.5807235,1638389159577812078,1253
1638389159.6824403,1638389159679790756,1253
1638389159.7808242,1638389159778340996,1256
1638389159.9149292,1638389159877876392,1255
1638389159.9800184,1638389159977382203,1255
1638389160.079962,1638389160077534611,1255
1638389160.182331,1638389160177066629,1258
1638389160.2810247,1638389160278227309,1253
1638389160.3802288,1638389160377757296,1257
1638389160.47961,1638389160477209722,1254
1638389160.5806186,1638389160577037500,1255
1638389160.6795113,1638389160676885021,1256
1638389160.7805197,1638389160776965430,1257
1638389160.879881,1638389160877041516,1258
1638389160.9776058,1638389160975246831,1257
1638389161.077818,1638389161075306685,1255
1638389161.178074,1638389161175354233,1256
1638389161.277676,1638389161275198271,1256
1638389161.3781984,1638389161375407972,1257
1638389161.4776833,1638389161475275658,1256
1638389161.5780659,1638389161575474837,1257
1638389161.6785328,1638389161675676256,1258
1638389161.7793021,1638389161776021232,1257
1638389161.8759844,1638389161873750046,1238
1638389161.9761453,1638389161973505793,1212
1638389162.0760353,1638389162073647903,1069
1638389162.1758244,1638389162173576019,986
1638389162.276532,1638389162274220148,957
1638389162.3426225,1638389162339350177,1361
1638389162.4756954,1638389162473137272,798
1638389162.575857,1638389162573162846,384
1638389162.6402845,1638389162638101969,3668
1638389162.7407565,1638389162738425804,3072
1638389162.8749983,1638389162872711441,2801
1638389162.975731,1638389162973132005,2731
1638389163.0435202,1638389163041214202,2700
1638389163.135145,1638389163132853854,3193
1638389163.2407207,1638389163238620923,1735
1638389163.3410106,1638389163338963518,1185
1638389163.4413154,1638389163439240897,1167
1638389163.5338264,1638389163530507020,1087
1638389163.6363153,1638389163630852376,1134
1638389163.733642,1638389163730593970,1625
1638389163.8428588,1638389163840120547,1160
1638389163.9425118,1638389163940395062,909
1638389164.0343692,1638389164031854683,917
1638389164.131354,1638389164129273907,1138
