Time,time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1638389111.2380643,1638389111230730731,-0.31842800974845886,-0.10175299644470215,9.983783721923828,-0.028245000168681145,0.01785299926996231,0.003464000066742301,6.599999904632568,9.0,83.4000015258789
1638389111.2421968,1638389111234911652,-0.324413001537323,-0.06943199783563614,9.999346733093262,-0.02797899954020977,0.01785299926996231,0.0039969999343156815,6.599999904632568,9.0,83.4000015258789
1638389111.2460327,1638389111238776697,-0.33638399839401245,-0.07422000169754028,10.014908790588379,-0.027712000533938408,0.018118999898433685,0.003197999903932214,6.599999904632568,9.0,83.4000015258789
1638389111.2663567,1638389111258979125,-0.3172309994697571,-0.07062900066375732,9.962236404418945,-0.02851100079715252,0.018118999898433685,0.0037299999967217445,6.599999904632568,9.0,83.4000015258789
1638389111.286067,1638389111278326179,-0.3256100118160248,-0.08379700034856796,9.965827941894531,-0.028245000168681145,0.01785299926996231,0.002930999966338277,6.0,8.40000057220459,81.60000610351562
1638389111.3398983,1638389111332525422,-0.28969699144363403,-0.052671998739242554,10.041245460510254,-0.02797899954020977,0.017587000504136086,0.003197999903932214,6.0,8.40000057220459,81.60000610351562
1638389111.3439808,1638389111336698217,-0.35314300656318665,-0.09816200286149979,9.986178398132324,-0.02797899954020977,0.01785299926996231,0.003464000066742301,6.0,8.40000057220459,81.60000610351562
1638389111.3917122,1638389111341034940,-0.3160330057144165,-0.07541699707508087,9.981389999389648,-0.02797899954020977,0.016787000000476837,0.002930999966338277,6.0,8.40000057220459,81.60000610351562
1638389111.3917289,1638389111358712396,-0.3016679883003235,-0.11013299971818924,9.941885948181152,-0.02797899954020977,0.017319999635219574,0.003464000066742301,6.0,8.40000057220459,81.60000610351562
1638389111.3917558,1638389111380236615,-0.3232159912586212,-0.057461000978946686,9.93350601196289,-0.02877799980342388,0.018118999898433685,0.003464000066742301,6.300000190734863,9.300000190734863,83.0999984741211
1638389111.426469,1638389111419039174,-0.2920919954776764,-0.10654199868440628,10.022090911865234,-0.02851100079715252,0.018386000767350197,0.003464000066742301,6.300000190734863,9.300000190734863,83.0999984741211
1638389111.4303844,1638389111423086588,-0.32920199632644653,-0.07781100273132324,9.981389999389648,-0.027712000533938408,0.01785299926996231,0.0039969999343156815,6.300000190734863,9.300000190734863,83.0999984741211
1638389111.4482293,1638389111440699921,-0.3399749994277954,-0.08738800138235092,9.9694185256958,-0.02797899954020977,0.01785299926996231,0.003197999903932214,6.300000190734863,9.300000190734863,83.0999984741211
1638389111.4658723,1638389111458504426,-0.3411720097064972,-0.10414700210094452,9.953856468200684,-0.02851100079715252,0.017319999635219574,0.003197999903932214,6.300000190734863,9.300000190734863,83.0999984741211
1638389111.4876053,1638389111480151629,-0.3172309994697571,-0.09457100182771683,10.012514114379883,-0.02797899954020977,0.018651999533176422,0.0037299999967217445,4.5,8.699999809265137,81.9000015258789
1638389111.5267072,1638389111519184584,-0.2837119996547699,-0.08858499675989151,10.000543594360352,-0.028245000168681145,0.018651999533176422,0.0039969999343156815,4.5,8.699999809265137,81.9000015258789
1638389111.5305343,1638389111523206577,-0.3232159912586212,-0.07062900066375732,9.973010063171387,-0.02717900089919567,0.01785299926996231,0.004530000034719706,4.5,8.699999809265137,81.9000015258789
1638389111.5480344,1638389111540758704,-0.3064570128917694,-0.06224900111556053,9.9694185256958,-0.02797899954020977,0.017587000504136086,0.004263000097125769,4.5,8.699999809265137,81.9000015258789
1638389111.5662148,1638389111559002174,-0.3327929973602295,-0.07541699707508087,9.990966796875,-0.028245000168681145,0.01705400086939335,0.003197999903932214,4.5,8.699999809265137,81.9000015258789
1638389111.5877728,1638389111580557542,-0.3064570128917694,-0.10534399747848511,10.014908790588379,-0.02851100079715252,0.018118999898433685,0.002930999966338277,5.099999904632568,9.300000190734863,83.0999984741211
