,steerAngle,throttle,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,fwLeftPos,fwRightPos,pose.position.x,pose.position.y,pose.orientation.z,pose.orientation.w
0,-0.0,0.0,-0.2992739975452423,-0.0706290006637573,9.993361473083496,-0.027445999905467,0.0181189998984336,0.0037299999967217,6.300000190734863,8.09999942779541,81.30000305175781,294.01611328125,317.21923828125,-3428.835693359375,123.78962707519533,-0.0124568306462148,0.999922410675074
1,-0.0,0.0,-0.3232159912586212,-0.0969650000333786,10.029273986816406,-0.0285110007971525,0.0173199996352195,0.0031979999039322,6.300000190734863,8.09999942779541,81.30000305175781,294.01611328125,317.13134765625,-3428.82080078125,123.70936584472656,-0.0123281401312722,0.9999240055928768
2,-0.0,0.0,-0.3112449944019317,-0.0897819995880127,9.988572120666504,-0.0287779998034238,0.0181189998984336,0.0034640000667423,6.300000190734863,8.09999942779541,81.30000305175781,293.97216796875,317.1533203125,-3428.8056640625,123.7578582763672,-0.0122476641046912,0.9999249945490803
3,-0.0,0.0,-0.3351869881153106,-0.0885849967598915,10.016105651855469,-0.0285110007971525,0.017587000504136,0.0031979999039322,5.400000095367432,7.800000190734863,82.19999694824219,293.92822265625,317.3291015625,-3428.8056640625,123.7578582763672,-0.0122476641046912,0.9999249945490803
4,-0.0,0.0,-0.3052600026130676,-0.0921759977936744,9.953856468200684,-0.0279789995402097,0.017587000504136,0.0031979999039322,5.400000095367432,7.800000190734863,82.19999694824219,294.08203125,317.26318359375,-3428.848876953125,123.756591796875,-0.0121972721419563,0.9999256105092492
5,-0.0,0.0,-0.3232159912586212,-0.0873880013823509,9.965827941894531,-0.0282450001686811,0.0181189998984336,0.0034640000667423,5.400000095367432,7.800000190734863,82.19999694824219,293.9501953125,317.17529296875,-3428.887451171875,123.74161529541016,-0.0124784961818425,0.9999221405354718
6,-0.0,0.0,-0.3076539933681488,-0.0861909985542297,9.937097549438477,-0.0282450001686811,0.0173199996352195,0.0037299999967217,5.699999809265137,9.899999618530272,81.30000305175781,293.92822265625,317.21923828125,-3428.802490234375,123.66624450683594,-0.0122976881917225,0.9999243805734208
7,-0.0,0.0,-0.3184280097484588,-0.0837970003485679,9.981389999389648,-0.0279789995402097,0.0181189998984336,0.0031979999039322,5.699999809265137,9.899999618530272,81.30000305175781,293.994140625,317.197265625,-3428.802490234375,123.66624450683594,-0.0122976881917225,0.9999243805734208
8,-0.0,0.0,-0.3076539933681488,-0.0682339966297149,10.010120391845703,-0.0285110007971525,0.0186519995331764,0.0029309999663382,5.699999809265137,9.899999618530272,81.30000305175781,294.0380859375,317.197265625,-3428.94775390625,123.86891174316406,-0.0119915263699497,0.999928099062787
9,-0.0,0.0,-0.3363839983940124,-0.0957679972052574,10.011317253112791,-0.0279789995402097,0.0183860007673501,0.0031979999039322,4.800000190734863,11.40000057220459,84.5999984741211,293.97216796875,317.197265625,-3428.771240234375,123.6911392211914,-0.0121678864390012,0.9999259685294744
10,-0.0,0.0,-0.3363839983940124,-0.0957679972052574,10.011317253112791,-0.0279789995402097,0.0183860007673501,0.0031979999039322,4.800000190734863,11.40000057220459,84.5999984741211,293.8623046875,317.1533203125,-3428.837158203125,123.86245727539062,-0.0117819637953331,0.9999305902557064
11,-0.0,0.0,-0.3543410003185272,-0.0790079981088638,9.984981536865234,-0.0287779998034238,0.0173199996352195,0.0037299999967217,4.800000190734863,11.40000057220459,84.5999984741211,293.994140625,317.197265625,-3428.980224609375,123.75387573242188,-0.0125384193071606,0.999921390930946
12,-0.0,0.0,-0.3100480139255523,-0.0718260034918785,10.011317253112791,-0.0290440004318952,0.0178529992699623,0.0034640000667423,4.800000190734863,11.40000057220459,84.5999984741211,293.994140625,317.26318359375,-3428.980224609375,123.75387573242188,-0.0125384193071606,0.999921390930946
13,-0.0,0.0,-0.3232159912586212,-0.0694319978356361,9.965827941894531,-0.0282450001686811,0.0183860007673501,0.0031979999039322,4.800000190734863,10.200000762939451,82.19999694824219,293.97216796875,317.197265625,-3428.6845703125,124.03680419921876,-0.0120965058175155,0.9999268345969152
14,-0.0,0.0,-0.3327929973602295,-0.0754169970750808,9.953856468200684,-0.0271790008991956,0.017587000504136,0.0031979999039322,4.800000190734863,10.200000762939451,82.19999694824219,293.92822265625,317.1533203125,-3428.768310546875,123.69719696044922,-0.0121103684698574,0.999926666798883
15,-0.0,0.0,-0.3196249902248382,-0.0885849967598915,9.952659606933594,-0.0282450001686811,0.0181189998984336,0.0029309999663382,4.800000190734863,10.200000762939451,82.19999694824219,293.92822265625,317.2412109375,-3428.890625,123.78067016601562,-0.0119507317766575,0.9999285874551254
16,-0.0,0.0,-0.3268069922924042,-0.080205000936985,9.949068069458008,-0.0285110007971525,0.0178529992699623,0.0029309999663382,6.300000190734863,8.699999809265137,83.0999984741211,294.01611328125,317.21923828125,-3428.890625,123.78067016601562,-0.0119507317766575,0.9999285874551254
17,-0.0,0.0,-0.2920919954776764,-0.1053439974784851,9.959842681884766,-0.0287779998034238,0.0173199996352195,0.0039969999343156,6.300000190734863,8.699999809265137,83.0999984741211,294.0380859375,317.197265625,-3428.831298828125,123.73851013183594,-0.0121065633647908,0.999926712876246
18,-0.0,0.0,-0.3196249902248382,-0.1053439974784851,9.996952056884766,-0.0279789995402097,0.0178529992699623,0.0042630000971257,6.300000190734863,8.699999809265137,83.0999984741211,293.97216796875,317.21923828125,-3428.812255859375,123.84521484375,-0.0117315752762238,0.999931182702859
19,-0.0,0.0,-0.3148359954357147,-0.0873880013823509,9.996952056884766,-0.0285110007971525,0.0178529992699623,0.0031979999039322,6.599999904632568,9.0,82.19999694824219,294.06005859375,317.21923828125,-3429.10791015625,123.67829132080078,-0.0124344666668121,0.999922689030863
20,-0.0,0.0,-0.3303990066051483,-0.0849940031766891,10.02568244934082,-0.0282450001686811,0.0181189998984336,0.0037299999967217,6.599999904632568,9.0,82.19999694824219,294.01611328125,317.21923828125,-3429.08544921875,123.80391693115234,-0.0121511238719984,0.999926172369064
21,-0.0,0.0,-0.3076539933681488,-0.0945710018277168,9.98019313812256,-0.0285110007971525,0.0181189998984336,0.0031979999039322,6.599999904632568,9.0,82.19999694824219,294.01611328125,317.08740234375,-3429.08544921875,123.80391693115234,-0.0121511238719984,0.999926172369064
22,-0.0,0.0,-0.3136389851570129,-0.0909790024161338,9.959842681884766,-0.0287779998034238,0.0170540008693933,0.0029309999663382,6.599999904632568,9.0,82.19999694824219,293.97216796875,317.2412109375,-3429.250244140625,123.23600006103516,-0.0114091357345486,0.9999349136927816
23,-0.0,0.0,-0.3339900076389313,-0.0742200016975402,10.00174045562744,-0.0279789995402097,0.0173199996352195,0.0031979999039322,6.900000095367432,8.09999942779541,80.70000457763672,293.994140625,317.1533203125,-3428.85400390625,123.72661590576172,-0.012248583251121,0.9999249832904168
24,-0.0,0.0,-0.3004710078239441,-0.1209070011973381,9.990966796875,-0.0279789995402097,0.0181189998984336,0.0034640000667423,6.900000095367432,8.09999942779541,80.70000457763672,293.92822265625,317.21923828125,-3428.8193359375,123.7183837890625,-0.0124259960111525,0.9999227943312078
25,-0.0,0.0,-0.3184280097484588,-0.0969650000333786,9.959842681884766,-0.0285110007971525,0.0183860007673501,0.0034640000667423,6.900000095367432,8.09999942779541,80.70000457763672,294.01611328125,317.21923828125,-3428.8193359375,123.7183837890625,-0.0124259960111525,0.9999227943312078
26,-0.0,0.0,-0.3292019963264465,-0.0957679972052574,9.974207878112791,-0.0285110007971525,0.0181189998984336,0.0039969999343156,6.900000095367432,9.899999618530272,83.69999694824219,293.9501953125,317.2412109375,-3428.790771484375,123.76155090332033,-0.0121792309699073,0.9999258304159272
27,-0.0,0.0,-0.3160330057144165,-0.1101329997181892,9.983783721923828,-0.0282450001686811,0.0181189998984336,0.0039969999343156,6.900000095367432,9.899999618530272,83.69999694824219,294.01611328125,317.2412109375,-3428.747314453125,123.89877319335938,-0.0117900471137956,0.9999304949790532
28,-0.0,0.0,-0.3100480139255523,-0.0945710018277168,9.95744800567627,-0.0279789995402097,0.0178529992699623,0.0039969999343156,6.900000095367432,9.899999618530272,83.69999694824219,294.01611328125,317.2412109375,-3428.713134765625,123.89154052734376,-0.0116986906703158,0.9999315679768292
