Time,time,fwLeftPos,fwRightPos
1638389564.8533616,1638389564869735436,74.3115234375,113.1591796875
1638389564.8572516,1638389564873601533,74.2236328125,113.203125
1638389564.8611388,1638389564877575490,74.11376953125,113.203125
1638389564.863788,1638389564879913866,74.35546875,113.1591796875
1638389564.8657095,1638389564882088445,74.28955078125,113.115234375
1638389564.8678672,1638389564884354843,74.267578125,113.09326171875
1638389564.8701963,1638389564886634210,74.24560546875,113.1591796875
1638389564.8727689,1638389564888785560,74.091796875,113.22509765625
1638389564.8752902,1638389564890887536,74.3115234375,113.22509765625
1638389564.878282,1638389564894672696,74.267578125,113.18115234375
1638389564.8810942,1638389564897471894,74.24560546875,113.18115234375
1638389564.88347,1638389564899910944,74.20166015625,113.203125
1638389564.8854427,1638389564901928807,74.35546875,113.1591796875
1638389564.888279,1638389564904153332,74.28955078125,113.18115234375
1638389564.8907135,1638389564906232496,74.091796875,113.18115234375
1638389564.8926713,1638389564908496707,74.3115234375,113.2470703125
1638389564.8946438,1638389564910716649,74.3115234375,113.1591796875
1638389564.8984754,1638389564914603682,74.3994140625,113.18115234375
1638389564.9005191,1638389564916903778,74.35546875,113.18115234375
1638389564.902869,1638389564919185645,74.1357421875,113.0712890625
1638389564.9055133,1638389564921806565,74.3115234375,113.18115234375
1638389564.907937,1638389564923925936,74.42138671875,113.22509765625
1638389564.9100244,1638389564926108587,74.24560546875,113.18115234375
1638389564.911976,1638389564928312800,74.35546875,113.18115234375
1638389564.9142005,1638389564930566959,74.2236328125,113.13720703125
1638389564.9189146,1638389564934763932,74.1357421875,113.18115234375
1638389564.9530122,1638389564969258024,73.98193359375,113.203125
1638389564.95706,1638389564973393905,74.24560546875,113.115234375
1638389564.9613168,1638389564977617647,74.2236328125,113.1591796875
1638389564.963629,1638389564980013314,74.24560546875,113.203125
1638389564.965929,1638389564982208516,74.2236328125,113.1591796875
1638389564.9840655,1638389564984194610,74.1357421875,113.1591796875
1638389564.9861774,1638389564986428822,74.42138671875,113.13720703125
1638389564.9861891,1638389564988621212,74.267578125,113.13720703125
1638389564.9861941,1638389564990851049,74.24560546875,113.1591796875
1638389564.9861987,1638389564994713499,74.28955078125,113.2470703125
1638389564.9862022,1638389564997557956,74.42138671875,113.22509765625
1638389564.9862063,1638389564999815032,74.20166015625,113.13720703125
1638389564.98621,1638389565001923414,74.2236328125,113.22509765625
1638389564.9885976,1638389565004120283,74.24560546875,113.13720703125
1638389564.9956968,1638389565006299653,74.28955078125,113.18115234375
1638389564.995716,1638389565008487668,74.11376953125,113.203125
1638389564.9957206,1638389565010731828,74.20166015625,113.13720703125
1638389564.9982233,1638389565014650737,74.37744140625,113.203125
1638389565.0005379,1638389565017009009,74.1357421875,113.18115234375
1638389565.0028625,1638389565019131401,74.2236328125,113.1591796875
1638389565.0067036,1638389565021817060,74.42138671875,113.203125
1638389565.0091045,1638389565024055596,74.2236328125,113.1591796875
1638389565.0111308,1638389565026181738,74.2236328125,113.13720703125
1638389565.013347,1638389565028394597,74.2236328125,113.115234375
1638389565.0152612,1638389565030701047,74.46533203125,113.18115234375
1638389565.0184376,1638389565034615372,74.15771484375,113.22509765625
1638389565.054518,1638389565069405559,74.267578125,113.22509765625
1638389565.0573144,1638389565073663365,74.24560546875,113.09326171875
1638389565.0612662,1638389565077637271,74.28955078125,113.115234375
1638389565.0647676,1638389565080055281,74.35546875,113.115234375
1638389565.066791,1638389565082115436,74.2236328125,113.22509765625
1638389565.069264,1638389565084299441,74.28955078125,113.1591796875
1638389565.0713053,1638389565086489072,74.24560546875,113.115234375
1638389565.0733294,1638389565088775054,74.00390625,113.1591796875
1638389565.0752912,1638389565090924998,74.3115234375,113.115234375
1638389565.078342,1638389565094728024,74.2236328125,113.1591796875
1638389565.0812476,1638389565097521961,74.46533203125,113.1591796875
1638389565.0840533,1638389565099705238,74.091796875,113.13720703125
1638389565.0861943,1638389565101923617,74.37744140625,113.18115234375
1638389565.088487,1638389565104094342,74.20166015625,113.115234375
1638389565.0910747,1638389565106292670,74.3115234375,113.13720703125
1638389565.093569,1638389565108477405,74.02587890625,113.203125
1638389565.095794,1638389565110753960,74.28955078125,113.18115234375
1638389565.0986812,1638389565114666045,74.37744140625,113.203125
1638389565.1008744,1638389565116945621,74.1796875,113.09326171875
1638389565.103346,1638389565119706174,74.3115234375,113.1591796875
1638389565.1060953,1638389565121794922,74.35546875,113.18115234375
1638389565.109205,1638389565123972001,74.1357421875,113.13720703125
1638389565.111443,1638389565126187724,74.1796875,113.2470703125
1638389565.1136203,1638389565128467196,74.2236328125,113.22509765625
1638389565.1156893,1638389565130717346,74.37744140625,113.1591796875
1638389565.1183352,1638389565134651306,74.24560546875,113.22509765625
1638389565.140616,1638389565156313345,74.24560546875,113.1591796875
1638389565.1442442,1638389565160185640,74.24560546875,113.203125
1638389565.1463635,1638389565162447872,74.2236328125,113.18115234375
1638389565.1486423,1638389565164714949,74.37744140625,113.18115234375
1638389565.1509576,1638389565166933016,73.98193359375,113.115234375
1638389565.1530483,1638389565169050044,74.15771484375,113.13720703125
1638389565.155251,1638389565171254726,74.2236328125,113.1591796875
1638389565.1586297,1638389565175010097,74.443359375,113.18115234375
1638389565.161038,1638389565177379150,74.1796875,113.203125
1638389565.163612,1638389565179487532,74.50927734375,113.203125
1638389565.165704,1638389565181779764,74.3115234375,113.22509765625
1638389565.1680741,1638389565183879605,74.06982421875,113.1591796875
1638389565.170157,1638389565186060955,74.24560546875,113.0712890625
1638389565.172227,1638389565188198868,74.02587890625,113.203125
1638389565.1752658,1638389565190743333,74.06982421875,113.203125
1638389565.178124,1638389565194478183,74.267578125,113.1591796875
1638389565.1810718,1638389565197276808,74.1796875,113.115234375
1638389565.1833858,1638389565199467793,74.091796875,113.203125
1638389565.1854131,1638389565201717265,74.3115234375,113.22509765625
1638389565.1876774,1638389565203877209,74.37744140625,113.1591796875
1638389565.189763,1638389565206061006,74.28955078125,113.13720703125
1638389565.1921766,1638389565208320478,74.4873046875,113.18115234375
1638389565.1946383,1638389565210545889,74.11376953125,113.1591796875
1638389565.1989875,1638389565214512140,74.091796875,113.22509765625
1638389565.2023935,1638389565216801507,74.1796875,113.1591796875
1638389565.2044709,1638389565219421751,74.33349609375,113.18115234375
1638389565.206964,1638389565221715858,74.3994140625,113.203125
1638389565.2089093,1638389565223909707,74.35546875,113.1591796875
1638389565.2108824,1638389565226057255,74.06982421875,113.13720703125
1638389565.213077,1638389565228289385,74.42138671875,113.203125
1638389565.2152798,1638389565230496827,74.20166015625,113.18115234375
1638389565.218011,1638389565234298238,74.28955078125,113.1591796875
1638389565.2532055,1638389565269058843,74.28955078125,113.203125
1638389565.2567782,1638389565273064155,74.37744140625,113.115234375
1638389565.2608106,1638389565276957907,74.24560546875,113.2470703125
1638389565.2628682,1638389565279198370,74.267578125,113.13720703125
1638389565.2652416,1638389565281593516,74.1796875,113.1591796875
1638389565.267392,1638389565283663097,74.28955078125,113.18115234375
1638389565.2695982,1638389565285959652,74.2236328125,113.1591796875
1638389565.2717934,1638389565288173969,74.24560546875,113.18115234375
1638389565.2744873,1638389565290327611,74.3994140625,113.18115234375
1638389565.2770288,1638389565292484638,74.0478515625,113.1591796875
1638389565.2808359,1638389565296326777,74.2236328125,113.1591796875
1638389565.2829938,1638389565299044415,74.2236328125,113.31298828125
1638389565.2869675,1638389565301248524,74.24560546875,113.203125
1638389565.2895086,1638389565303762261,74.24560546875,113.203125
1638389565.289555,1638389565305636170,74.24560546875,113.18115234375
1638389565.2916014,1638389565307871424,74.11376953125,113.0712890625
1638389565.2938383,1638389565310066575,74.3115234375,113.1591796875
1638389565.2960389,1638389565312336620,74.20166015625,113.1591796875
1638389565.2996838,1638389565316051628,74.20166015625,113.13720703125
1638389565.3024325,1638389565318841763,74.37744140625,113.203125
1638389565.3048935,1638389565321208785,74.2236328125,113.09326171875
1638389565.3069885,1638389565323234409,74.443359375,113.13720703125
1638389565.310519,1638389565325440966,74.267578125,113.115234375
1638389565.3125358,1638389565327863559,74.0478515625,113.13720703125
1638389565.3170903,1638389565329814862,74.3115234375,113.1591796875
1638389565.3203962,1638389565332138448,74.28955078125,113.26904296875
1638389565.3526118,1638389565368522864,74.42138671875,113.1591796875
1638389565.3567512,1638389565372614684,74.3115234375,113.26904296875
1638389565.3603897,1638389565376642183,74.24560546875,113.18115234375
1638389565.362731,1638389565378912749,74.37744140625,113.13720703125
1638389565.365721,1638389565381247896,74.02587890625,113.203125
1638389565.367749,1638389565383361800,74.35546875,113.115234375
1638389565.369887,1638389565385467265,74.1357421875,113.09326171875
1638389565.371892,1638389565387773976,74.4873046875,113.18115234375
1638389565.373909,1638389565389936732,74.37744140625,113.13720703125
1638389565.3760889,1638389565392099905,74.267578125,113.1591796875
1638389565.3794684,1638389565395840745,74.15771484375,113.18115234375
1638389565.3822842,1638389565398610777,74.091796875,113.203125
1638389565.3848863,1638389565400919050,74.24560546875,113.13720703125
1638389565.3884563,1638389565403084462,74.15771484375,113.18115234375
1638389565.3913262,1638389565405375080,74.37744140625,113.22509765625
1638389565.39329,1638389565407423308,74.28955078125,113.203125
1638389565.3961804,1638389565409689759,74.15771484375,113.115234375
1638389565.3986099,1638389565412006313,74.15771484375,113.115234375
1638389565.400902,1638389565415769340,74.15771484375,113.1591796875
1638389565.403349,1638389565418370105,74.24560546875,113.22509765625
1638389565.405487,1638389565420703170,74.3115234375,113.09326171875
1638389565.4074578,1638389565422846707,74.37744140625,113.26904296875
1638389565.410306,1638389565425027744,74.3115234375,113.22509765625
1638389565.4126246,1638389565427194875,74.20166015625,113.18115234375
1638389565.4145947,1638389565429453358,74.2236328125,113.1591796875
1638389565.4165058,1638389565431672779,74.20166015625,113.22509765625
1638389565.4192464,1638389565435618770,74.28955078125,113.291015625
1638389565.4411857,1638389565457229873,74.37744140625,113.203125
1638389565.444813,1638389565461050243,74.37744140625,113.1591796875
1638389565.44734,1638389565463652935,74.3994140625,113.22509765625
1638389565.449522,1638389565465880898,74.11376953125,113.13720703125
1638389565.4516926,1638389565467888241,74.3994140625,113.1591796875
1638389565.4538984,1638389565470106777,74.1357421875,113.1591796875
1638389565.4560957,1638389565472413540,74.091796875,113.203125
1638389565.4596605,1638389565475979645,74.20166015625,113.13720703125
1638389565.4621155,1638389565478356823,74.35546875,113.115234375
1638389565.4646654,1638389565480778426,74.3994140625,113.13720703125
1638389565.4666994,1638389565482763010,74.02587890625,113.22509765625
1638389565.4686818,1638389565484963838,74.28955078125,113.1591796875
1638389565.471067,1638389565487155968,74.3994140625,113.18115234375
1638389565.4732184,1638389565489432836,74.24560546875,113.18115234375
1638389565.4755244,1638389565491822565,74.3115234375,113.26904296875
1638389565.4795644,1638389565495771473,74.33349609375,113.1591796875
1638389565.482067,1638389565498410727,74.11376953125,113.09326171875
1638389565.4858544,1638389565500699521,74.20166015625,113.09326171875
1638389565.4878898,1638389565502813320,74.35546875,113.13720703125
1638389565.4900806,1638389565505070449,74.2236328125,113.22509765625
1638389565.4920962,1638389565507177165,74.3115234375,113.22509765625
1638389565.4942646,1638389565509373618,74.06982421875,113.13720703125
1638389565.4962325,1638389565511672100,74.28955078125,113.2470703125
1638389565.4995093,1638389565515710744,74.1796875,113.18115234375
1638389565.5021923,1638389565518517390,74.00390625,113.18115234375
1638389565.504559,1638389565520555462,74.20166015625,113.115234375
1638389565.506633,1638389565522759571,74.443359375,113.22509765625
1638389565.5088646,1638389565525192841,74.42138671875,113.1591796875
1638389565.5114164,1638389565527121332,74.33349609375,113.13720703125
1638389565.5134943,1638389565529409866,74.1357421875,113.18115234375
1638389565.515627,1638389565531729962,74.15771484375,113.203125
1638389565.5194118,1638389565535673088,74.15771484375,113.18115234375
1638389565.5413969,1638389565557531737,74.20166015625,113.22509765625
1638389565.5453463,1638389565561660692,74.35546875,113.26904296875
1638389565.547635,1638389565563968184,74.28955078125,113.18115234375
1638389565.5498328,1638389565566076775,74.24560546875,113.203125
1638389565.5520797,1638389565568333070,74.091796875,113.203125
1638389565.5543702,1638389565570648791,74.02587890625,113.13720703125
1638389565.556577,1638389565572894410,74.20166015625,113.0712890625
1638389565.5603673,1638389565576643010,74.267578125,113.115234375
1638389565.5628366,1638389565579155080,74.24560546875,113.115234375
1638389565.565826,1638389565581141017,74.24560546875,113.203125
1638389565.5681248,1638389565583335179,74.267578125,113.13720703125
1638389565.5704818,1638389565585495956,74.24560546875,113.13720703125
1638389565.572734,1638389565587755897,74.46533203125,113.18115234375
1638389565.574792,1638389565589870790,74.28955078125,113.2470703125
1638389565.5768116,1638389565592066930,74.20166015625,113.22509765625
1638389565.5828695,1638389565599035186,74.091796875,113.203125
1638389565.592433,1638389565608539261,74.37744140625,113.13720703125
1638389565.5941672,1638389565609608192,74.267578125,113.2470703125
1638389565.5961938,1638389565610530720,74.267578125,113.203125
1638389565.596204,1638389565611676159,74.267578125,113.203125
1638389565.5988414,1638389565612538897,74.24560546875,113.1591796875
1638389565.5988927,1638389565613545589,74.2236328125,113.22509765625
1638389565.5989077,1638389565614529366,74.20166015625,113.1591796875
1638389565.6017401,1638389565615976359,74.3994140625,113.13720703125
1638389565.6036756,1638389565618649258,74.24560546875,113.1591796875
1638389565.6062713,1638389565620873523,74.2236328125,113.18115234375
1638389565.6113622,1638389565624970864,74.20166015625,113.2470703125
1638389565.6133225,1638389565628558062,74.37744140625,113.1591796875
1638389565.6133306,1638389565628778109,74.3115234375,113.09326171875
1638389565.6153634,1638389565630734620,74.24560546875,113.13720703125
1638389565.6179612,1638389565632040784,74.35546875,113.26904296875
1638389565.6202855,1638389565635073413,74.3994140625,113.2470703125
1638389565.6542735,1638389565670359837,74.2236328125,113.2470703125
1638389565.6582923,1638389565674631496,74.267578125,113.18115234375
1638389565.6616035,1638389565677980211,74.0478515625,113.115234375
1638389565.6644487,1638389565680927478,74.1796875,113.18115234375
1638389565.66663,1638389565683112213,74.37744140625,113.203125
1638389565.668861,1638389565685346061,74.3115234375,113.203125
1638389565.6712656,1638389565687589856,74.20166015625,113.1591796875
1638389565.6733348,1638389565689745529,74.1796875,113.115234375
1638389565.675597,1638389565691971565,74.5751953125,113.203125
1638389565.6794019,1638389565695652042,74.2236328125,113.203125
1638389565.6824415,1638389565698864614,74.1796875,113.13720703125
1638389565.68468,1638389565700925290,74.1796875,113.0712890625
1638389565.6873605,1638389565703039870,74.091796875,113.1591796875
1638389565.6897323,1638389565705224969,74.28955078125,113.18115234375
1638389565.6917403,1638389565707416787,74.35546875,113.13720703125
1638389565.6938345,1638389565709687613,74.267578125,113.18115234375
1638389565.6959112,1638389565711846776,74.37744140625,113.13720703125
1638389565.7000203,1638389565716380512,74.35546875,113.203125
1638389565.702648,1638389565718846281,74.53125,113.1591796875
1638389565.70624,1638389565720888676,74.24560546875,113.1591796875
1638389565.7083697,1638389565723044140,74.1796875,113.18115234375
1638389565.713113,1638389565725146325,74.33349609375,113.22509765625
1638389565.7131228,1638389565727343768,73.9599609375,113.203125
1638389565.7167082,1638389565729636468,74.267578125,113.203125
1638389565.716721,1638389565732100675,74.2236328125,113.1591796875
1638389565.719368,1638389565735644437,74.3994140625,113.203125
1638389565.7417064,1638389565757741777,74.15771484375,113.2470703125
1638389565.745061,1638389565761035389,74.15771484375,113.115234375
1638389565.7483983,1638389565764148173,74.3115234375,113.115234375
1638389565.750805,1638389565766270253,74.2236328125,113.1591796875
1638389565.7529094,1638389565768486861,74.35546875,113.18115234375
1638389565.7549334,1638389565770561599,74.20166015625,113.2470703125
1638389565.7570205,1638389565772966224,74.33349609375,113.09326171875
1638389565.7607322,1638389565776912892,74.15771484375,113.2470703125
1638389565.7662692,1638389565782460924,74.33349609375,113.18115234375
1638389565.7683187,1638389565784073278,74.33349609375,113.22509765625
1638389565.770661,1638389565784528058,74.06982421875,113.13720703125
1638389565.7707567,1638389565785451680,74.1796875,113.13720703125
1638389565.7727313,1638389565787821930,74.33349609375,113.26904296875
1638389565.775442,1638389565789835055,74.37744140625,113.18115234375
1638389565.7840674,1638389565792179473,74.42138671875,113.203125
1638389565.786321,1638389565800177441,74.1796875,113.13720703125
1638389565.7884672,1638389565803596050,74.06982421875,113.26904296875
1638389565.7885551,1638389565804216294,74.1357421875,113.18115234375
1638389565.791282,1638389565805290902,74.28955078125,113.13720703125
1638389565.7913256,1638389565806231502,74.3115234375,113.22509765625
1638389565.7934165,1638389565807463397,74.28955078125,113.203125
1638389565.7957869,1638389565809748598,74.33349609375,113.1591796875
1638389565.797828,1638389565811975519,74.28955078125,113.13720703125
1638389565.7998753,1638389565815934426,74.33349609375,113.1591796875
