,steerAngle,throttle,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,fwLeftPos,fwRightPos,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
0,-0.0014856688212603,-0.0,-0.3435670137405395,-0.076613999903202,9.939491271972656,-0.0282450001686811,0.017587000504136,0.0037299999967217,-23.100000381469727,10.5,35.10000228881836,74.35546875,113.22509765625,-2471.82861328125,0.638931930065155,0.0,0.0,0.0,0.0143963964549907,0.9998963665146056
1,-0.0624767243862152,-0.0,-0.3435670137405395,-0.076613999903202,9.939491271972656,-0.0282450001686811,0.017587000504136,0.0037299999967217,-23.100000381469727,10.5,35.10000228881836,74.35546875,113.22509765625,-2471.798583984375,0.6586711406707764,0.0,0.0,0.0,0.014647543010054,0.9998927189872764
2,-0.1212979406118393,-0.0,-0.3435670137405395,-0.076613999903202,9.939491271972656,-0.0282450001686811,0.017587000504136,0.0037299999967217,-23.100000381469727,10.5,35.10000228881836,74.33349609375,113.203125,-2471.79248046875,0.6719111204147339,0.0,0.0,0.0,0.0146471006792884,0.9998927254669326
3,-0.1365457028150558,-0.0,-0.3543410003185272,-0.0754169970750808,9.968221664428713,-0.0285110007971525,0.0183860007673501,0.0039969999343156,-23.100000381469727,11.100000381469728,35.70000076293945,74.28955078125,113.1591796875,-2471.632568359375,0.5601041316986084,0.0,0.0,0.0,0.0143366303408803,0.9998972252339082
4,-0.1365457028150558,-0.0,-0.3447639942169189,0.0047880001366138,10.041245460510254,-0.0293109994381666,0.0178529992699623,0.0045300000347197,-23.100000381469727,11.100000381469728,35.70000076293945,62.40234375,117.7294921875,-2471.632568359375,0.5601041316986084,0.0,0.0,0.0,0.0143366303408803,0.9998972252339082
5,-0.1125849336385726,-0.0,-0.3447639942169189,0.0047880001366138,10.041245460510254,-0.0293109994381666,0.0178529992699623,0.0045300000347197,-23.100000381469727,11.100000381469728,35.70000076293945,56.5576171875,119.2236328125,-2471.83447265625,0.4604463279247284,0.0,0.0,0.0,0.0148994457222445,0.9998889970977628
6,-0.0363376997411251,-0.0,-0.5446789860725403,-0.225053995847702,10.154969215393066,-0.0439659990370273,0.0181189998984336,0.0050630001351237,-24.0,12.600000381469728,33.60000228881836,56.18408203125,121.92626953125,-2471.8134765625,0.5425646305084229,0.0,0.0,0.0,0.0151224025057781,0.9998856499332576
7,0.0,-0.0,-0.3459610044956207,-0.5758029818534851,9.943082809448242,-0.0413019992411136,0.015188000164926,0.0503610000014305,-24.0,12.600000381469728,33.60000228881836,59.08447265625,121.9921875,-2471.805419921875,0.5186304450035095,0.0,0.0,0.0,0.0146209966404867,0.9998931075156178
8,0.0,-0.0,-0.3459610044956207,-0.5758029818534851,9.943082809448242,-0.0413019992411136,0.015188000164926,0.0503610000014305,-24.0,12.600000381469728,33.60000228881836,61.89697265625,120.9814453125,-2471.66650390625,0.6160853505134583,0.0,0.0,0.0,0.0145025887371724,0.9998948319297988
9,0.0,-0.0,-0.3375810086727142,-0.3076539933681488,9.947871208190918,-0.0258469991385936,0.0167870000004768,0.0351729989051818,-23.100000381469727,11.100000381469728,33.29999923706055,79.03564453125,115.15869140625,-2471.66650390625,0.6160853505134583,0.0,0.0,0.0,0.0145025887371724,0.9998948319297988
10,0.0,-0.0,-0.2813180088996887,-0.1448490023612976,9.89879035949707,-0.026112999767065,0.0202510003000497,0.0031979999039322,-23.100000381469727,11.100000381469728,33.29999923706055,81.54052734375,108.08349609375,-2471.38037109375,-0.029048828408122,0.0,0.0,0.0,0.0130002971502646,0.9999154925662492
11,0.0,-0.0,-0.2621639966964721,-0.0119709996506571,9.925126075744627,-0.0165209993720054,0.0167870000004768,-0.0047960001975297,-23.100000381469727,11.100000381469728,33.29999923706055,82.77099609375,107.55615234375,-2471.243408203125,0.3298322260379791,0.0,0.0,0.0,0.0141480519921175,0.9998999113035406
12,0.0,-0.0,-0.1580169945955276,0.2190690040588379,9.984981536865234,-0.0221159998327493,0.017587000504136,-0.0095929997041821,-23.100000381469727,11.100000381469728,33.900001525878906,78.72802734375,107.40234375,-2471.113037109375,0.4902389049530029,0.0,0.0,0.0,0.0131061133870825,0.9999141112075002
13,0.0,-0.0,-0.2621639966964721,0.0371100008487701,9.984981536865234,-0.0277120005339384,0.0191849991679191,-0.0031979999039322,-23.100000381469727,11.100000381469728,33.900001525878906,80.00244140625,107.51220703125,-2471.113037109375,0.4902389049530029,0.0,0.0,0.0,0.0131061133870825,0.9999141112075002
14,0.0,-0.0,-0.4213779866695404,-0.1137240007519722,10.02568244934082,-0.0279789995402097,0.0183860007673501,0.0085270004346966,-23.100000381469727,11.100000381469728,33.900001525878906,79.8046875,107.4462890625,-2470.9990234375,0.3540736436843872,0.0,0.0,0.0,0.0134204043130126,0.9999099423188448
15,0.0,-0.0,-0.4213779866695404,-0.1137240007519722,10.02568244934082,-0.0279789995402097,0.0183860007673501,0.0085270004346966,-23.100000381469727,11.100000381469728,33.900001525878906,79.7607421875,107.38037109375,-2470.922119140625,0.4618615210056305,0.0,0.0,0.0,0.0129947730114238,0.9999155643725032
16,0.0,-0.0,-0.4094069898128509,-0.0825999975204467,9.93350601196289,-0.0287779998034238,0.0183860007673501,0.0018649999983608,-20.100000381469727,11.699999809265137,36.29999923706055,79.78271484375,107.3583984375,-2470.73291015625,0.4577096998691559,0.0,0.0,0.0,0.0132539368286927,0.9999121627215768
17,0.0,-0.0,-0.3651140034198761,-0.0849940031766891,9.959842681884766,-0.0285110007971525,0.0189190004020929,0.0029309999663382,-20.100000381469727,11.699999809265137,36.29999923706055,79.365234375,107.490234375,-2470.78515625,0.3964861631393432,0.0,0.0,0.0,0.0130644728635666,0.9999146561326108
18,0.0,-0.0,-0.3651140034198761,-0.0849940031766891,9.959842681884766,-0.0285110007971525,0.0189190004020929,0.0029309999663382,-20.100000381469727,11.699999809265137,36.29999923706055,79.34326171875,107.51220703125,-2470.78515625,0.3964861631393432,0.0,0.0,0.0,0.0130644728635666,0.9999146561326108
19,0.0,-0.0,-0.3495520055294037,-0.076613999903202,10.011317253112791,-0.0277120005339384,0.0191849991679191,0.0039969999343156,-23.700000762939453,12.899999618530272,32.70000076293945,79.7607421875,107.578125,-2471.080322265625,0.3688440322875976,0.0,0.0,0.0,0.0135864989307236,0.9999076992636896
20,0.0,-0.0,-0.3256100118160248,-0.0598549991846084,10.016105651855469,-0.0287779998034238,0.0186519995331764,0.0042630000971257,-23.700000762939453,12.899999618530272,32.70000076293945,79.4091796875,107.38037109375,-2470.841796875,0.5385923385620117,0.0,0.0,0.0,0.0128730788889364,0.9999171384869444
21,0.0,-0.0,-0.3172309994697571,-0.0646430030465126,9.945476531982422,-0.0282450001686811,0.0183860007673501,0.0031979999039322,-23.700000762939453,12.899999618530272,32.70000076293945,79.4970703125,107.40234375,-2470.82568359375,0.4301490485668182,0.0,0.0,0.0,0.0129823772223694,0.9999157253897232
22,0.0,-0.0,-0.3591290116310119,-0.0909790024161338,9.941885948181152,-0.0287779998034238,0.0181189998984336,0.0034640000667423,-21.899999618530277,11.699999809265137,36.29999923706055,79.7607421875,107.42431640625,-2470.82568359375,0.4301490485668182,0.0,0.0,0.0,0.0129823772223694,0.9999157253897232
23,0.0210731159895658,-0.0,-0.3471580147743225,-0.0885849967598915,9.99216365814209,-0.0285110007971525,0.0181189998984336,0.0037299999967217,-21.899999618530277,11.699999809265137,36.29999923706055,79.43115234375,107.490234375,-2470.81640625,0.4410094320774078,0.0,0.0,0.0,0.0128203117127196,0.9999178164267244
24,0.0384991317987442,-0.0,-0.3794800043106079,-0.0993589982390403,9.971813201904297,-0.0279789995402097,0.0183860007673501,0.0037299999967217,-21.899999618530277,11.699999809265137,36.29999923706055,79.82666015625,107.38037109375,-2471.001708984375,0.4628306031227112,0.0,0.0,0.0,0.0134222127785496,0.9999099180446844
