Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1638389564.8495781,17017,1638389564,849361896,0,-2471.767822265625,0.7789281010627747,0.0,0.0,0.0,0.013809240145972734,0.9999046478972837
1638389564.8778434,17018,1638389564,877607107,0,-2471.767822265625,0.7789281010627747,0.0,0.0,0.0,0.013809240145972734,0.9999046478972837
1638389564.8880122,17019,1638389564,887829065,0,-2471.83447265625,0.6056029200553894,0.0,0.0,0.0,0.01469184125766691,0.9998920690756875
1638389564.9145453,17020,1638389564,914339065,0,-2471.83447265625,0.6056029200553894,0.0,0.0,0.0,0.01469184125766691,0.9998920690756875
1638389564.9277174,17021,1638389564,927460908,0,-2471.83154296875,0.5480458736419678,0.0,0.0,0.0,0.014440855966451574,0.9998957254028823
1638389564.9498742,17022,1638389564,949647903,0,-2471.83154296875,0.5480458736419678,0.0,0.0,0.0,0.014440855966451574,0.9998957254028823
1638389564.9673312,17023,1638389564,967140913,0,-2471.70849609375,0.7079317569732666,0.0,0.0,0.0,0.013675248520005219,0.9999064894168435
1638389564.9869368,17024,1638389564,986670017,0,-2471.70849609375,0.7079317569732666,0.0,0.0,0.0,0.013675248520005219,0.9999064894168435
1638389565.0081682,17025,1638389565,7970094,0,-2471.99658203125,0.7039725184440613,0.0,0.0,0.0,0.014158544152534825,0.9998997627899913
1638389565.0249324,17026,1638389565,24687051,0,-2471.99658203125,0.7039725184440613,0.0,0.0,0.0,0.014158544152534825,0.9998997627899913
1638389565.0466042,17027,1638389565,46324968,0,-2471.638671875,0.6780291199684143,0.0,0.0,0.0,0.01413872666069386,0.999900043208527
1638389565.0604436,17028,1638389565,60234069,0,-2471.638671875,0.6780291199684143,0.0,0.0,0.0,0.01413872666069386,0.999900043208527
1638389565.0855505,17029,1638389565,85330009,0,-2471.823974609375,0.5019234418869019,0.0,0.0,0.0,0.014741520073762233,0.9998913378892302
1638389565.09754,17030,1638389565,97315073,0,-2471.823974609375,0.5019234418869019,0.0,0.0,0.0,0.014741520073762233,0.9998913378892302
1638389565.1245549,17031,1638389565,124375104,0,-2471.94580078125,0.500529944896698,0.0,0.0,0.0,0.015172022335843374,0.9998848982449133
1638389565.1339853,17032,1638389565,133799076,0,-2471.94580078125,0.500529944896698,0.0,0.0,0.0,0.015172022335843374,0.9998848982449133
1638389565.1630518,17033,1638389565,162847995,0,-2471.798095703125,0.5981786251068115,0.0,0.0,0.0,0.014557855965510227,0.9998940287998961
1638389565.171923,17034,1638389565,171636104,0,-2471.798095703125,0.5981786251068115,0.0,0.0,0.0,0.014557855965510227,0.9998940287998961
1638389565.2019331,17035,1638389565,201670885,0,-2471.66015625,0.6767932176589966,0.0,0.0,0.0,0.01398688208127487,0.9999021787803267
1638389565.2081954,17036,1638389565,208004951,0,-2471.66015625,0.6767932176589966,0.0,0.0,0.0,0.01398688208127487,0.9999021787803267
1638389565.2403734,17037,1638389565,240179061,0,-2471.8583984375,0.466776043176651,0.0,0.0,0.0,0.014801974007234398,0.9998904447815716
1638389565.2437747,17038,1638389565,243498086,0,-2471.8583984375,0.466776043176651,0.0,0.0,0.0,0.014801974007234398,0.9998904447815716
1638389565.2786324,17039,1638389565,278393983,0,-2471.88818359375,0.4516470432281494,0.0,0.0,0.0,0.014564075609531381,0.99989393822627
1638389565.2804139,17040,1638389565,280152082,0,-2471.88818359375,0.4516470432281494,0.0,0.0,0.0,0.014564075609531381,0.99989393822627
1638389565.3179276,17041,1638389565,317534923,0,-2471.88818359375,0.4516470432281494,0.0,0.0,0.0,0.014564075609531381,0.99989393822627
1638389565.3179471,17042,1638389565,317802906,0,-2471.793212890625,0.6499764323234558,0.0,0.0,0.0,0.014508626797403834,0.9998947443348493
1638389565.352195,17043,1638389565,351963043,0,-2471.793212890625,0.6499764323234558,0.0,0.0,0.0,0.014508626797403834,0.9998947443348493
1638389565.3551147,17044,1638389565,354918003,0,-2471.717529296875,0.7485451102256775,0.0,0.0,0.0,0.013881748764716428,0.9999036438833661
1638389565.389618,17045,1638389565,389396905,0,-2471.717529296875,0.7485451102256775,0.0,0.0,0.0,0.013881748764716428,0.9999036438833661
1638389565.3939426,17046,1638389565,393754005,0,-2471.8681640625,0.5159807801246643,0.0,0.0,0.0,0.014741157828646337,0.9998913432297886
1638389565.4263546,17047,1638389565,426079988,0,-2471.8681640625,0.5159807801246643,0.0,0.0,0.0,0.014741157828646337,0.9998913432297886
1638389565.4329169,17048,1638389565,432667016,0,-2471.8017578125,0.6119704246520996,0.0,0.0,0.0,0.014397006408056351,0.9998963577323834
1638389565.462629,17049,1638389565,462387084,0,-2471.8017578125,0.6119704246520996,0.0,0.0,0.0,0.014397006408056351,0.9998963577323834
1638389565.4724243,17050,1638389565,472126007,0,-2471.762939453125,0.4706379473209381,0.0,0.0,0.0,0.015006246235315877,0.9998873999475766
1638389565.4988925,17051,1638389565,498665094,0,-2471.762939453125,0.4706379473209381,0.0,0.0,0.0,0.015006246235315877,0.9998873999475766
1638389565.5108798,17052,1638389565,510649919,0,-2471.81884765625,0.47970083355903625,0.0,0.0,0.0,0.014830754303212113,0.9998900183154134
1638389565.534638,17053,1638389565,534368038,0,-2471.81884765625,0.47970083355903625,0.0,0.0,0.0,0.014830754303212113,0.9998900183154134
1638389565.5492382,17054,1638389565,549040079,0,-2471.648681640625,0.5431016087532043,0.0,0.0,0.0,0.014397228971082,0.9998963545277851
1638389565.5707548,17055,1638389565,570386886,0,-2471.648681640625,0.5431016087532043,0.0,0.0,0.0,0.014397228971082,0.9998963545277851
1638389565.5879424,17056,1638389565,587729930,0,-2471.777587890625,0.6594582200050354,0.0,0.0,0.0,0.01440614918481555,0.9998962260483159
1638389565.6057003,17057,1638389565,605496883,0,-2471.777587890625,0.6594582200050354,0.0,0.0,0.0,0.01440614918481555,0.9998962260483159
1638389565.6260598,17058,1638389565,625857114,0,-2471.8623046875,0.5723081231117249,0.0,0.0,0.0,0.014637096553439382,0.9998928719640346
1638389565.641043,17059,1638389565,640803098,0,-2471.8623046875,0.5723081231117249,0.0,0.0,0.0,0.014637096553439382,0.9998928719640346
1638389565.663679,17060,1638389565,663475990,0,-2471.79248046875,0.6283066272735596,0.0,0.0,0.0,0.014342747569843238,0.9998971375057275
1638389565.6771595,17061,1638389565,676930904,0,-2471.79248046875,0.6283066272735596,0.0,0.0,0.0,0.014342747569843238,0.9998971375057275
1638389565.7083573,17062,1638389565,706315994,0,-2471.714599609375,0.7269538640975952,0.0,0.0,0.0,0.013591560201540424,0.9999076304795798
1638389565.7122123,17063,1638389565,712011098,0,-2471.714599609375,0.7269538640975952,0.0,0.0,0.0,0.013591560201540424,0.9999076304795798
1638389565.7468688,17064,1638389565,746654987,0,-2471.6630859375,0.7033143043518066,0.0,0.0,0.0,0.013714954527869054,0.999905945588033
1638389565.747527,17065,1638389565,747363090,0,-2471.6630859375,0.7033143043518066,0.0,0.0,0.0,0.013714954527869054,0.999905945588033
1638389565.783364,17066,1638389565,783143997,0,-2471.6630859375,0.7033143043518066,0.0,0.0,0.0,0.013714954527869054,0.999905945588033
1638389565.787027,17067,1638389565,786711931,0,-2471.696044921875,0.5578050017356873,0.0,0.0,0.0,0.014443563970040157,0.9998956862892465
1638389565.8208184,17068,1638389565,820523023,0,-2471.696044921875,0.5578050017356873,0.0,0.0,0.0,0.014443563970040157,0.9998956862892465
1638389565.8271081,17069,1638389565,826894044,0,-2471.761962890625,0.6253382563591003,0.0,0.0,0.0,0.014563840009910364,0.9998939416578969
1638389565.8597417,17070,1638389565,857326030,0,-2471.761962890625,0.6253382563591003,0.0,0.0,0.0,0.014563840009910364,0.9998939416578969
1638389565.8676798,17071,1638389565,867507934,0,-2471.67724609375,0.5222703814506531,0.0,0.0,0.0,0.014420522655518991,0.9998960188571318
1638389565.8949914,17072,1638389565,894740104,0,-2471.67724609375,0.5222703814506531,0.0,0.0,0.0,0.014420522655518991,0.9998960188571318
1638389565.9085598,17073,1638389565,908358097,0,-2471.6484375,0.6893784403800964,0.0,0.0,0.0,0.01368643172610224,0.999906336406869
1638389565.9322984,17074,1638389565,932091951,0,-2471.6484375,0.6893784403800964,0.0,0.0,0.0,0.01368643172610224,0.999906336406869
1638389565.9479408,17075,1638389565,947406053,0,-2471.692626953125,0.5183809399604797,0.0,0.0,0.0,0.014255002671719723,0.999898392287351
1638389565.970652,17076,1638389565,970446109,0,-2471.692626953125,0.5183809399604797,0.0,0.0,0.0,0.014255002671719723,0.999898392287351
1638389565.9860494,17077,1638389565,985810041,0,-2471.726318359375,0.520189642906189,0.0,0.0,0.0,0.014364091284290286,0.9998968311188793
1638389566.0075772,17078,1638389566,7365942,0,-2471.726318359375,0.520189642906189,0.0,0.0,0.0,0.014364091284290286,0.9998968311188793
1638389566.0249414,17079,1638389566,24750947,0,-2471.896484375,0.6629021763801575,0.0,0.0,0.0,0.014395041521062565,0.9998963860218752
1638389566.044157,17080,1638389566,43885946,0,-2471.896484375,0.6629021763801575,0.0,0.0,0.0,0.014395041521062565,0.9998963860218752
1638389566.0642314,17081,1638389566,64090967,0,-2471.795654296875,0.5438891649246216,0.0,0.0,0.0,0.01486345688436799,0.9998895327232137
1638389566.079609,17082,1638389566,79407930,0,-2471.795654296875,0.5438891649246216,0.0,0.0,0.0,0.01486345688436799,0.9998895327232137
1638389566.1040783,17083,1638389566,103899002,0,-2471.795166015625,0.5738542675971985,0.0,0.0,0.0,0.014883485554562178,0.9998892347944082
1638389566.1158233,17084,1638389566,115593910,0,-2471.795166015625,0.5738542675971985,0.0,0.0,0.0,0.014883485554562178,0.9998892347944082
1638389566.1430004,17085,1638389566,142728090,0,-2471.70166015625,0.5023770332336426,0.0,0.0,0.0,0.014404785870044167,0.9998962456895406
1638389566.15059,17086,1638389566,150295972,0,-2471.70166015625,0.5023770332336426,0.0,0.0,0.0,0.014404785870044167,0.9998962456895406
1638389566.181823,17087,1638389566,181672096,0,-2471.811279296875,0.6312922239303589,0.0,0.0,0.0,0.014836419846343428,0.9998899342658386
1638389566.18729,17088,1638389566,187036991,0,-2471.811279296875,0.6312922239303589,0.0,0.0,0.0,0.014836419846343428,0.9998899342658386
1638389566.222166,17089,1638389566,221898078,0,-2471.848876953125,0.5865129232406616,0.0,0.0,0.0,0.01449305020263563,0.9998949702322859
1638389566.222209,17090,1638389566,222037076,0,-2471.848876953125,0.5865129232406616,0.0,0.0,0.0,0.01449305020263563,0.9998949702322859
1638389566.257011,17091,1638389566,256761074,0,-2471.848876953125,0.5865129232406616,0.0,0.0,0.0,0.01449305020263563,0.9998949702322859
1638389566.2605834,17092,1638389566,260359048,0,-2471.764892578125,0.468086838722229,0.0,0.0,0.0,0.014274106810409606,0.9998981197475896
1638389566.2921553,17093,1638389566,291898012,0,-2471.764892578125,0.468086838722229,0.0,0.0,0.0,0.014274106810409606,0.9998981197475896
1638389566.3007672,17094,1638389566,300497055,0,-2471.90087890625,0.4713752567768097,0.0,0.0,0.0,0.014911038469002722,0.9998888242858682
1638389566.3280346,17095,1638389566,327826023,0,-2471.90087890625,0.4713752567768097,0.0,0.0,0.0,0.014911038469002722,0.9998888242858682
1638389566.3395243,17096,1638389566,339329004,0,-2471.71728515625,0.6931507587432861,0.0,0.0,0.0,0.013990716892371654,0.9999021251306738
1638389566.3633885,17097,1638389566,363147020,0,-2471.71728515625,0.6931507587432861,0.0,0.0,0.0,0.013990716892371654,0.9999021251306738
1638389566.3781831,17098,1638389566,377921104,0,-2471.782470703125,0.4161483347415924,0.0,0.0,0.0,0.014904645650028475,0.9998889195995959
1638389566.3999345,17099,1638389566,399717092,0,-2471.782470703125,0.4161483347415924,0.0,0.0,0.0,0.014904645650028475,0.9998889195995959
1638389566.4181008,17100,1638389566,417848110,0,-2471.71826171875,0.5654712915420532,0.0,0.0,0.0,0.015167410957131406,0.9998849682062719
1638389566.4343412,17101,1638389566,434089899,0,-2471.71826171875,0.5654712915420532,0.0,0.0,0.0,0.015167410957131406,0.9998849682062719
1638389566.4571388,17102,1638389566,456895112,0,-2471.798828125,0.4936157464981079,0.0,0.0,0.0,0.014718973338081509,0.9998916700442467
1638389566.4699342,17103,1638389566,469681978,0,-2471.798828125,0.4936157464981079,0.0,0.0,0.0,0.014718973338081509,0.9998916700442467
1638389566.496694,17104,1638389566,496551036,0,-2471.8583984375,0.5180191993713379,0.0,0.0,0.0,0.01484818860453376,0.999889759571106
1638389566.5063565,17105,1638389566,506128072,0,-2471.8583984375,0.5180191993713379,0.0,0.0,0.0,0.01484818860453376,0.999889759571106
1638389566.5343337,17106,1638389566,534113883,0,-2471.71142578125,0.5496357083320618,0.0,0.0,0.0,0.014330732880938318,0.9998973097749064
1638389566.5415475,17107,1638389566,541299104,0,-2471.71142578125,0.5496357083320618,0.0,0.0,0.0,0.014330732880938318,0.9998973097749064
1638389566.5737796,17108,1638389566,573575973,0,-2471.74462890625,0.6029434204101562,0.0,0.0,0.0,0.014529932280534043,0.9998944349619729
1638389566.5782104,17109,1638389566,578027009,0,-2471.74462890625,0.6029434204101562,0.0,0.0,0.0,0.014529932280534043,0.9998944349619729
1638389566.612981,17110,1638389566,612731933,0,-2471.813232421875,0.4726896286010742,0.0,0.0,0.0,0.015176962433237155,0.9998848232728108
1638389566.6143575,17111,1638389566,614181041,0,-2471.813232421875,0.4726896286010742,0.0,0.0,0.0,0.015176962433237155,0.9998848232728108
1638389566.650087,17112,1638389566,649874925,0,-2471.813232421875,0.4726896286010742,0.0,0.0,0.0,0.015176962433237155,0.9998848232728108
1638389566.6509964,17113,1638389566,650824069,0,-2471.6318359375,0.5132967829704285,0.0,0.0,0.0,0.014634705173237218,0.9998929069677874
1638389566.6865401,17114,1638389566,686326026,0,-2471.6318359375,0.5132967829704285,0.0,0.0,0.0,0.014634705173237218,0.9998929069677874
1638389566.6902347,17115,1638389566,690047025,0,-2471.644775390625,0.6996828317642212,0.0,0.0,0.0,0.013950139402900266,0.9999026920709033
1638389566.7241623,17116,1638389566,723941087,0,-2471.644775390625,0.6996828317642212,0.0,0.0,0.0,0.013950139402900266,0.9999026920709033
1638389566.7293348,17117,1638389566,729113101,0,-2471.79931640625,0.4257510006427765,0.0,0.0,0.0,0.015024821232339808,0.9998871210026341
