Time,time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1638389564.7578838,1638389564774147068,-0.3471580147743225,-0.05865800008177757,10.004135131835938,-0.02797899954020977,0.01785299926996231,0.0039969999343156815,-22.80000114440918,12.600000381469727,35.400001525878906
1638389564.7814178,1638389564797487079,-0.34356701374053955,-0.06224900111556053,10.000543594360352,-0.02851100079715252,0.018386000767350197,0.0037299999967217445,-22.80000114440918,12.600000381469727,35.400001525878906
1638389564.799345,1638389564815575925,-0.36032599210739136,-0.055066000670194626,9.946674346923828,-0.028245000168681145,0.018118999898433685,0.004263000097125769,-22.80000114440918,12.600000381469727,35.400001525878906
1638389564.8189957,1638389564835193690,-0.3543410003185272,-0.06583999842405319,10.008923530578613,-0.02797899954020977,0.018386000767350197,0.004263000097125769,-22.80000114440918,12.600000381469727,35.400001525878906
1638389564.8580015,1638389564874431563,-0.34476399421691895,-0.0730229988694191,10.022090911865234,-0.02877799980342388,0.018118999898433685,0.004263000097125769,-22.80000114440918,12.0,33.60000228881836
1638389564.861922,1638389564878375626,-0.34476399421691895,-0.0730229988694191,10.022090911865234,-0.02877799980342388,0.018118999898433685,0.004263000097125769,-22.80000114440918,12.0,33.60000228881836
1638389564.8790913,1638389564895440228,-0.3639169931411743,-0.08379700034856796,9.963433265686035,-0.02877799980342388,0.018651999533176422,0.0039969999343156815,-22.80000114440918,12.0,33.60000228881836
1638389564.8992422,1638389564915392828,-0.38666200637817383,-0.08140300214290619,9.962236404418945,-0.02851100079715252,0.018118999898433685,0.004263000097125769,-22.80000114440918,12.0,33.60000228881836
1638389564.9198294,1638389564935623493,-0.3567349910736084,-0.07781100273132324,9.946674346923828,-0.02877799980342388,0.017319999635219574,0.0037299999967217445,-22.80000114440918,12.0,33.60000228881836
1638389564.9576766,1638389564974183155,-0.35194599628448486,-0.06823399662971497,9.92273235321045,-0.02877799980342388,0.017587000504136086,0.004263000097125769,-24.299999237060547,12.899999618530273,35.10000228881836
1638389564.9619849,1638389564978415960,-0.3339900076389313,-0.0562639981508255,9.998148918151855,-0.029044000431895256,0.018651999533176422,0.0037299999967217445,-24.299999237060547,12.899999618530273,35.10000228881836
1638389564.984175,1638389564995392544,-0.3459610044956207,-0.052671998739242554,9.940689086914062,-0.02797899954020977,0.018118999898433685,0.0039969999343156815,-24.299999237060547,12.899999618530273,35.10000228881836
1638389564.999098,1638389565015418581,-0.3806770145893097,-0.08140300214290619,9.986178398132324,-0.02877799980342388,0.018651999533176422,0.0037299999967217445,-24.299999237060547,12.899999618530273,35.10000228881836
1638389565.019564,1638389565035630242,-0.2849090099334717,-0.08259999752044678,9.926323890686035,-0.02877799980342388,0.017587000504136086,0.0037299999967217445,-24.299999237060547,12.899999618530273,35.10000228881836
1638389565.0579965,1638389565074442876,-0.37588798999786377,-0.045490000396966934,10.019697189331055,-0.02797899954020977,0.018386000767350197,0.003464000066742301,-22.5,9.899999618530273,34.5
1638389565.0619965,1638389565078408241,-0.3962390124797821,-0.06703700125217438,10.007725715637207,-0.02851100079715252,0.018118999898433685,0.003464000066742301,-22.5,9.899999618530273,34.5
1638389565.079184,1638389565095493056,-0.32800400257110596,-0.08738800138235092,9.946674346923828,-0.029044000431895256,0.01705400086939335,0.004263000097125769,-22.5,9.899999618530273,34.5
1638389565.0993845,1638389565115431546,-0.35314300656318665,-0.06823399662971497,9.939491271972656,-0.02851100079715252,0.01918499916791916,0.004530000034719706,-22.5,9.899999618530273,34.5
1638389565.119478,1638389565135655602,-0.34476399421691895,-0.08259999752044678,9.947871208190918,-0.02851100079715252,0.018919000402092934,0.0037299999967217445,-22.5,9.899999618530273,34.5
