Time,time,range
1638389616.8551934,1638389616869561019,967
1638389616.9561648,1638389616970092728,1178
1638389617.043327,1638389617057771765,1236
1638389617.143611,1638389617157958761,1091
1638389617.242849,1638389617256404374,997
1638389617.3418267,1638389617356248458,1115
1638389617.4424636,1638389617456102697,909
1638389617.5569005,1638389617571275266,1021
1638389617.6416147,1638389617655883102,967
1638389617.7565444,1638389617770856716,861
1638389617.8548086,1638389617869030510,766
1638389617.9414713,1638389617955847534,899
1638389618.0547,1638389618069007645,1599
1638389618.1193924,1638389618133493222,1079
1638389618.2223566,1638389618233406441,2526
1638389618.3189838,1638389618333415699,2193
1638389618.4174683,1638389618431480505,3585
1638389618.520334,1638389618534621909,3403
1638389618.6166255,1638389618630965905,3176
1638389618.7153132,1638389618729182063,2886
1638389618.8158915,1638389618829851000,1823
1638389618.913451,1638389618927606591,1099
1638389619.0124006,1638389619026712170,2120
1638389619.1121378,1638389619126505723,1331
1638389619.2129378,1638389619226632501,812
1638389619.3557959,1638389619325478255,1180
1638389619.4119027,1638389619425250663,1031
1638389619.511183,1638389619525121611,1010
1638389619.6112788,1638389619625152453,1583
1638389619.7062085,1638389619720303933,1439
1638389619.807167,1638389619820029206,1809
1638389619.9038076,1638389619918097106,1536
1638389620.0040574,1638389620018127222,2266
1638389620.1036744,1638389620117990326,2416
1638389620.2017539,1638389620215615336,2159
1638389620.30124,1638389620315571095,2181
1638389620.3991694,1638389620413460007,1883
1638389620.4991288,1638389620513391549,2682
1638389620.5988004,1638389620613191321,2114
1638389620.6994872,1638389620713783478,1800
1638389620.7956226,1638389620809971006,1597
1638389620.8960886,1638389620910090097,3433
1638389620.9971113,1638389621009798101,3900
1638389621.0959876,1638389621110126221,3429
1638389621.1952238,1638389621209270658,3530
1638389621.2949643,1638389621309180762,3793
1638389621.3963766,1638389621410150904,4340
1638389621.491694,1638389621505807157,1149
1638389621.5902433,1638389621603928899,3166
1638389621.6900282,1638389621704034990,2370
1638389621.78738,1638389621801640489,2012
1638389621.887267,1638389621901523822,1363
1638389621.9978578,1638389621999612648,2112
1638389622.08551,1638389622099678239,1504
1638389622.185103,1638389622199339825,2655
1638389622.284438,1638389622297290131,2321
1638389622.3831725,1638389622397357754,2519
1638389622.4809089,1638389622495146760,1693
1638389622.5808644,1638389622594952407,2884
1638389622.680948,1638389622694965551,2312
1638389622.778496,1638389622792474197,2019
1638389622.8783994,1638389622892574423,2113
1638389622.978355,1638389622992508350,1919
1638389623.0769768,1638389623091157051,2019
1638389623.1773615,1638389623190778085,1314
1638389623.2781577,1638389623291095152,1047
1638389623.377204,1638389623391219253,1186
1638389623.473015,1638389623486592737,961
1638389623.5728161,1638389623586801368,1410
1638389623.6703436,1638389623684498417,785
1638389623.7706792,1638389623784827671,837
1638389623.8690178,1638389623883186899,2207
1638389623.9698293,1638389623983224855,1045
1638389624.0666037,1638389624080724943,2545
1638389624.1700747,1638389624181201873,3662
1638389624.2671032,1638389624281281099,3562
1638389624.3655562,1638389624379274310,3756
1638389624.465551,1638389624479320724,3795
1638389624.5638359,1638389624577875699,3797
1638389624.6636167,1638389624677827792,3740
1638389624.769021,1638389624775470746,3671
1638389624.902468,1638389624916481236,3584
1638389625.0055976,1638389625016766244,3437
1638389625.101596,1638389625115729463,3351
1638389625.23352,1638389625215262727,3273
1638389625.3025172,1638389625316334618,3186
1638389625.4041271,1638389625414924820,3107
1638389625.4988358,1638389625512770188,3013
1638389625.5977511,1638389625611567680,2943
1638389625.695343,1638389625709476120,2862
1638389625.7571683,1638389625768066916,2876
1638389625.8950598,1638389625908950664,2908
1638389625.9950686,1638389626007213268,2898
1638389626.0931349,1638389626107328160,2880
1638389626.1909406,1638389626204775272,2894
1638389626.3228872,1638389626304411523,2880
1638389626.39065,1638389626404739903,2884
1638389626.4885125,1638389626502632217,2869
1638389626.5888486,1638389626602933305,2875
1638389626.686873,1638389626700952649,2919
1638389626.7503726,1638389626764434856,3464
1638389626.8900928,1638389626901070195,2213
1638389626.9867413,1638389626999414379,2433
1638389627.0849273,1638389627098878205,2700
1638389627.1593945,1638389627173051913,2932
1638389627.2452097,1638389627259115846,1935
1638389627.3840604,1638389627397607128,3295
1638389627.4839892,1638389627498060370,3506
1638389627.547098,1638389627561082699,4913
1638389627.64823,1638389627661180997,535
1638389627.7617831,1638389627774192112,1276
1638389627.8487196,1638389627861470144,1056
1638389627.9488297,1638389627962525150,1698
1638389628.048375,1638389628062264766,2033
1638389628.1494398,1638389628163373438,1688
1638389628.2435179,1638389628256868343,1311
1638389628.361835,1638389628375781496,1896
1638389628.4614775,1638389628475560964,2433
1638389628.5466695,1638389628560625342,2488
1638389628.6474433,1638389628660817722,1459
1638389628.7469435,1638389628760804843,2546
1638389628.846949,1638389628860728008,1868
1638389628.9884105,1638389628974057214,2563
1638389629.0442235,1638389629057950419,1344
1638389629.1447427,1638389629158003915,1937
1638389629.2430153,1638389629256364305,1658
1638389629.3431447,1638389629356272541,1841
1638389629.442533,1638389629456199736,2210
1638389629.5217438,1638389629535426906,1977
1638389629.6199596,1638389629633237354,1533
1638389629.7202737,1638389629734123600,1551
1638389629.8205547,1638389629833957411,956
1638389629.9593873,1638389629973127908,1915
1638389630.0599186,1638389630073911931,2213
1638389630.1170275,1638389630130989573,2578
1638389630.215851,1638389630229259046,2578
1638389630.3555517,1638389630369125918,2904
1638389630.4145215,1638389630428256402,3004
1638389630.512197,1638389630526170827,2977
1638389630.6121244,1638389630626105854,2538
1638389630.712341,1638389630726021038,3042
1638389630.8110325,1638389630824436759,2910
1638389630.9184256,1638389630925276776,3014
1638389631.0130866,1638389631025855030,2951
1638389631.1075776,1638389631120554146,2991
1638389631.2215436,1638389631225472472,2954
1638389631.3051307,1638389631319084255,2990
1638389631.4066432,1638389631420588608,2952
1638389631.5030127,1638389631516809634,2875
1638389631.6027489,1638389631616758848,2818
1638389631.7025926,1638389631716544105,2960
1638389631.8031473,1638389631814223136,2944
1638389631.9016984,1638389631915467544,2999
1638389631.9998667,1638389632013190326,2911
1638389632.100038,1638389632113910073,2418
1638389632.2002046,1638389632213663111,1833
1638389632.2979999,1638389632311279192,2138
1638389632.39742,1638389632410950721,1852
1638389632.4968164,1638389632510421679,1862
1638389632.594363,1638389632608069114,2025
1638389632.6941795,1638389632708012359,2320
1638389632.79559,1638389632808043935,3162
1638389632.8933632,1638389632906840213,3265
1638389632.9941208,1638389633004819000,3550
1638389633.145095,1638389633158034200,3330
1638389633.2444615,1638389633257891527,2881
1638389633.3446097,1638389633358272651,2726
1638389633.44318,1638389633456197812,2854
1638389633.5570314,1638389633570897534,3478
1638389633.6588895,1638389633672539166,2514
1638389633.7478137,1638389633760176988,2701
1638389633.8494685,1638389633860190407,3043
1638389633.9588048,1638389633972366146,3933
1638389633.9830463,1638389633996980781,1410
1638389634.0810914,1638389634094998720,779
1638389634.1817796,1638389634195091898,1355
1638389634.2813041,1638389634295104244,1642
1638389634.3792207,1638389634392354587,1481
1638389634.4786658,1638389634492339850,2493
1638389634.578935,1638389634592506153,1300
1638389634.6774902,1638389634690783777,2024
1638389634.7770088,1638389634790695551,1653
1638389634.8818035,1638389634895591596,1090
1638389634.97838,1638389634990995813,1315
