Time,steerAngle,throttle
1638389568.4880824,0.0,-0.0
1638389568.4960647,0.0,-0.0
1638389568.5040684,-0.001485668821260333,-0.0
1638389568.5121062,-0.014555181376636028,-0.0
1638389568.5200505,-0.029802944511175156,-0.0
1638389568.5280564,-0.04505070671439171,-0.0
1638389568.5360029,-0.06247672438621521,-0.0
1638389568.5440505,-0.08208940178155899,-0.0
1638389568.5481348,-0.0995154157280922,-0.0
1638389568.5561547,-0.11258493363857269,-0.0
1638389568.564116,-0.1212979406118393,-0.0
1638389568.5720344,-0.12783269584178925,-0.0
1638389568.580072,-0.13218919932842255,-0.0
1638389568.588071,-0.13654570281505585,-0.0
1638389568.6521668,-0.11258493363857269,-0.0
1638389568.6600916,-0.09298066794872284,-0.0
1638389568.668085,-0.07554624229669571,-0.0
1638389568.6761258,-0.05594196915626526,-0.0
1638389568.6840336,-0.03633769974112511,-0.0
1638389568.6921124,-0.018911683931946754,-0.0
1638389568.7003884,-0.003663920797407627,-0.0
1638389568.7041156,0.0,-0.0
1638389568.7120438,0.0,-0.0
1638389569.1440349,0.0,-0.0
1638389569.152061,0.0,-0.0
1638389569.1561344,0.0,-0.0
1638389569.163953,0.0,-0.0
1638389569.172049,0.003647100180387497,-0.0
1638389569.1802561,0.010181856341660023,-0.0
1638389569.1880584,0.0167166106402874,-0.0
1638389569.1960998,0.02107311598956585,-0.0
1638389569.2040405,0.0254296213388443,-0.0
1638389569.2120519,0.0297861248254776,-0.0
1638389569.2159846,0.03632088005542755,-0.0
1638389569.2240727,0.0384991317987442,-0.0
1638389569.2320907,0.0428556352853775,-0.0
1638389569.240101,0.04503388702869415,-0.0
1638389569.2481008,0.0472121387720108,-0.0
1638389569.2561321,0.049390390515327454,-0.0
1638389569.2641256,0.051568642258644104,-0.0
1638389569.28405,0.053746894001960754,-0.0
1638389569.3760474,0.03196437656879425,-0.0
1638389569.3800766,0.02325136959552765,-0.0
1638389569.3880024,0.014538360759615898,-0.0
1638389569.3960547,0.005825351923704147,-0.0
1638389569.4040115,0.0,-0.0
1638389569.412054,0.0,-0.0
1638389569.4200745,0.0,-0.0
1638389569.4280612,0.0,-0.0
1638389570.296059,0.0,-0.0
1638389570.3039088,0.0,-0.0
1638389570.312013,0.0,-0.0
1638389570.3200076,-0.003663920797407627,-0.0
1638389570.3240643,-0.012376928701996803,-0.0
1638389570.3319793,-0.023268189281225204,-0.0
1638389570.3402932,-0.031981196254491806,-0.0
1638389570.3439622,-0.031981196254491806,-0.0
1638389570.3480716,-0.04069420322775841,-0.0
1638389570.3520157,-0.04069420322775841,-0.0
1638389570.355919,-0.04940721020102501,-0.0
1638389570.3599353,-0.04940721020102501,-0.0
1638389570.3639555,-0.05594196915626526,-0.0
1638389570.3679147,-0.05594196915626526,-0.0
1638389570.3719563,-0.05812022089958191,-0.0
1638389570.3761005,-0.05812022089958191,-0.0
1638389570.3800747,-0.06029847264289856,-0.0
1638389570.3839972,-0.06029847264289856,-0.0
1638389570.3879244,-0.06247672438621521,-0.0
1638389570.4320288,-0.04069420322775841,-0.0
1638389570.4399426,-0.031981196254491806,-0.0
1638389570.4480748,-0.021089937537908554,-0.0
1638389570.4521096,-0.021089937537908554,-0.0
1638389570.455965,-0.012376928701996803,-0.0
1638389570.4639776,-0.001485668821260333,-0.0
1638389570.4679263,0.0,-0.0
1638389570.4764116,0.0,-0.0
