Time,time,deltaX,deltaY,range,surfaceQuality
1638389580.3609354,1638389580376124292,2,7,8191,146
1638389580.455916,1638389580471239879,-1,-1,8191,146
1638389580.5537028,1638389580569154207,0,3,8191,147
1638389580.6437607,1638389580656562622,-4,-3,8190,147
1638389580.7534673,1638389580769198236,7,2,8191,135
1638389580.8404398,1638389580855652610,6,-6,8190,124
1638389580.939832,1638389580955397990,12,10,8190,119
1638389581.041073,1638389581056471061,26,7,8190,141
1638389581.1426427,1638389581155832047,35,7,8190,150
1638389581.2550814,1638389581269873647,39,2,0,130
1638389581.354514,1638389581369959200,41,3,8190,113
1638389581.4416761,1638389581456661507,46,8,8190,116
1638389581.5422242,1638389581557100021,51,5,8190,117
1638389581.6425366,1638389581657767384,50,2,8190,112
1638389581.7416723,1638389581756897334,49,0,8190,87
1638389581.855259,1638389581869847447,49,1,8191,77
1638389581.94258,1638389581957565200,60,8,8190,86
1638389582.0422933,1638389582057677641,33,2,8190,105
1638389582.1575766,1638389582170018212,30,-6,8191,112
1638389582.2456634,1638389582259054603,20,-7,8190,114
1638389582.3422868,1638389582357250899,13,-3,8190,114
1638389582.4420276,1638389582457152575,5,-4,8190,122
1638389582.542423,1638389582557144717,-1,1,8190,122
1638389582.6420016,1638389582657316907,-1,1,8190,112
1638389582.7553296,1638389582770440429,0,0,8191,117
1638389582.84261,1638389582858196640,0,1,8190,117
1638389582.9546473,1638389582969774676,0,0,8191,116
1638389583.0550504,1638389583070043338,0,0,8191,115
1638389583.1554832,1638389583170116597,0,0,8190,116
1638389583.2546911,1638389583270224802,0,0,8191,115
1638389583.3413827,1638389583356683146,-1,0,8190,113
1638389583.4541361,1638389583469547483,0,0,8191,118
1638389583.5410688,1638389583556311236,0,0,8190,107
1638389583.6399775,1638389583655446650,0,0,8190,115
1638389583.742043,1638389583756352443,0,0,8190,112
1638389583.840977,1638389583856118468,-1,0,8190,113
1638389583.9566991,1638389583971904461,0,-1,8191,118
1638389584.0693438,1638389584068702597,2,0,8191,118
1638389584.1401613,1638389584155600848,14,0,8190,125
1638389584.2401848,1638389584255475072,21,1,8190,113
1638389584.3403466,1638389584355623978,25,7,8190,110
1638389584.4518778,1638389584457155459,33,6,8190,119
1638389584.5542765,1638389584568752714,24,7,8191,116
1638389584.641014,1638389584656477093,43,13,8190,110
1638389584.7571723,1638389584772684198,26,8,8191,111
1638389584.8423855,1638389584856375434,35,2,8190,122
1638389584.954025,1638389584969208444,36,-1,8191,134
1638389585.0536573,1638389585069068414,46,-7,8191,121
1638389585.1416538,1638389585156985102,34,0,8190,108
1638389585.2561967,1638389585271191183,49,-6,8191,96
1638389585.3412719,1638389585356554487,53,-10,8190,93
1638389585.4543514,1638389585469900483,54,6,8191,97
1638389585.5417807,1638389585557027604,55,-4,8190,95
1638389585.654356,1638389585669926161,32,4,8191,72
1638389585.7409046,1638389585756276631,27,-8,8190,72
1638389585.8740108,1638389585869310498,20,-3,8190,79
1638389585.9546824,1638389585969815254,44,0,8191,87
1638389586.0545273,1638389586069915555,51,-3,8191,90
1638389586.1418135,1638389586154913262,36,-1,8190,91
1638389586.254759,1638389586269763680,45,-1,8191,89
1638389586.3408825,1638389586356324844,45,1,8190,106
1638389586.4545004,1638389586469849613,45,6,8191,125
1638389586.5545561,1638389586569893204,44,0,8191,136
1638389586.6417298,1638389586656939775,35,-1,8190,132
1638389586.754608,1638389586769902056,20,-5,8191,123
1638389586.8416796,1638389586856973417,8,-2,8190,113
1638389586.9546614,1638389586969937417,11,0,8191,120
1638389587.0547318,1638389587070128104,-6,0,8191,121
1638389587.1418238,1638389587157097458,0,0,8190,109
1638389587.2543852,1638389587269859770,0,0,8191,111
1638389587.35465,1638389587369832136,0,0,8191,116
1638389587.4543257,1638389587469755442,0,0,8191,115
1638389587.5543094,1638389587569792651,0,0,8191,109
1638389587.6577804,1638389587673056929,0,0,8190,114
1638389587.754158,1638389587769569211,0,1,8191,112
1638389587.8405516,1638389587856055502,0,0,8190,110
1638389587.9538314,1638389587969090256,-1,0,8191,114
1638389588.0406294,1638389588056065507,-1,0,8190,117
1638389588.1546302,1638389588169001383,0,0,8191,118
1638389588.241188,1638389588255913155,0,0,8190,112
1638389588.3538358,1638389588369095328,1,0,8190,113
1638389588.4538746,1638389588469124176,0,0,8191,114
1638389588.5537047,1638389588569136253,0,0,8191,120
1638389588.653965,1638389588669013437,0,0,8191,114
1638389588.7554882,1638389588770727563,0,-1,8191,113
1638389588.8537028,1638389588868843377,0,0,8191,120
1638389588.9431093,1638389588958052184,-4,0,8190,109
1638389589.0426402,1638389589057853914,11,5,8190,98
1638389589.1427493,1638389589157790548,17,3,8190,105
1638389589.2565274,1638389589271319252,27,11,8191,120
1638389589.341676,1638389589357024922,34,10,8190,134
1638389589.4422307,1638389589457678781,40,8,8190,129
1638389589.5556633,1638389589570626923,48,-2,8191,116
1638389589.648451,1638389589663645051,46,14,8190,109
1638389589.7564313,1638389589771608658,43,-4,8191,96
1638389589.8425817,1638389589857883483,47,-3,8190,94
1638389589.956001,1638389589971314220,49,0,8190,83
1638389590.042537,1638389590057802075,41,12,8190,70
1638389590.1461322,1638389590161337932,18,16,8190,79
1638389590.2433047,1638389590258201838,54,7,8190,122
1638389590.3465583,1638389590361681185,40,-7,8190,125
1638389590.5239458,1638389590471929772,27,-5,8191,123
1638389590.5433712,1638389590558766534,25,-6,8190,121
1638389590.6424701,1638389590657830656,10,-4,8190,117
1638389590.7559478,1638389590771110538,7,-2,8191,117
1638389590.851942,1638389590866992796,-3,2,8190,121
1638389590.944866,1638389590958791907,-3,0,8190,120
1638389591.0559695,1638389591070572251,0,0,8191,120
1638389591.1427908,1638389591157665226,-2,0,8190,118
1638389591.2452385,1638389591259335779,0,0,8190,119
1638389591.342528,1638389591357759052,0,0,8190,120
1638389591.443895,1638389591458993988,0,0,8190,120
1638389591.6208386,1638389591570857518,0,0,8191,121
1638389591.6404498,1638389591655575747,0,3,8190,118
1638389591.7436862,1638389591758169511,10,0,8190,118
1638389591.8840146,1638389591871312547,21,-2,8191,115
1638389591.9408464,1638389591956156764,26,0,8190,117
1638389592.056949,1638389592072114448,37,-1,8191,119
1638389592.1441853,1638389592158854585,29,-5,8190,136
1638389592.2530954,1638389592268100119,42,-6,8191,139
1638389592.353651,1638389592368417076,52,-7,8191,130
1638389592.4546235,1638389592469173295,50,-15,8191,142
1638389592.5413725,1638389592556468266,49,-16,8190,147
1638389592.6418197,1638389592656632830,48,-15,8190,132
1638389592.742063,1638389592756958068,50,-13,8190,116
1638389592.841509,1638389592856541081,30,-5,8190,101
1638389592.9565547,1638389592971417286,27,-2,8191,100
1638389593.044922,1638389593058091032,18,0,8190,101
1638389593.1407962,1638389593155802698,14,1,8190,97
1638389593.244794,1638389593257352988,0,2,8190,96
1638389593.3558414,1638389593368991678,-4,0,8191,97
1638389593.4455502,1638389593459380307,-1,0,8190,96
1638389593.557047,1638389593571103162,0,0,8190,96
1638389593.6462383,1638389593657673011,-4,0,8190,93
1638389593.740815,1638389593755477122,6,3,8190,92
1638389593.8407254,1638389593855419110,19,2,8190,97
1638389593.9407787,1638389593955378389,18,10,8190,104
1638389594.0535529,1638389594068460296,30,5,8191,119
1638389594.1542282,1638389594169214374,40,-3,8191,118
1638389594.2543273,1638389594268899307,42,3,8191,114
1638389594.354245,1638389594369030949,47,14,8191,118
1638389594.4621594,1638389594477286240,43,12,8191,137
1638389594.5550275,1638389594570176874,29,7,8191,150
1638389594.6425428,1638389594657348242,16,2,8190,153
1638389594.7559707,1638389594770548595,9,0,8191,155
1638389594.8429697,1638389594857592465,-1,0,8190,152
1638389594.9552724,1638389594970435429,0,9,8191,150
1638389595.0553105,1638389595070467870,-1,-1,8191,156
1638389595.1533408,1638389595168507544,0,-2,8191,150
1638389595.2536488,1638389595268685458,0,1,8191,150
1638389595.340422,1638389595355590653,0,-1,8190,150
1638389595.4534006,1638389595468351041,0,0,8191,148
1638389595.540662,1638389595555570605,0,1,8190,152
1638389595.6535017,1638389595668499999,0,0,8191,151
1638389595.7537055,1638389595768734059,0,0,8191,148
1638389595.8532884,1638389595868481305,0,2,8191,150
1638389595.9539452,1638389595968604742,0,-3,8191,153
1638389596.040811,1638389596055660414,0,0,8190,149
1638389596.1535072,1638389596168440515,0,0,8191,149
1638389596.2401505,1638389596254986882,0,3,8190,151
1638389596.395609,1638389596355614812,0,-1,8190,154
1638389596.4530234,1638389596468122105,0,0,8191,153
1638389596.5531027,1638389596568176347,1,1,8191,152
1638389596.641319,1638389596655919359,0,-1,8190,151
1638389596.754102,1638389596768925549,-1,-2,8191,151
1638389596.8567884,1638389596871241312,0,3,8191,150
1638389596.9409444,1638389596955836205,0,0,8190,151
1638389597.053691,1638389597068610019,0,0,8191,153
1638389597.1696022,1638389597168618243,0,0,8191,151
1638389597.2571151,1638389597272164424,0,-3,8191,153
1638389597.341782,1638389597356835845,0,1,8190,151
1638389597.4513848,1638389597454500675,0,2,8190,152
1638389597.5557485,1638389597569977210,0,-1,8191,153
1638389597.6408448,1638389597655283568,0,0,8190,152
1638389597.7399902,1638389597754752218,0,1,8190,149
1638389597.842055,1638389597856783218,0,-3,8190,153
1638389597.9555247,1638389597970508692,0,3,8191,152
1638389598.0433137,1638389598056768638,0,0,8190,150
1638389598.1548321,1638389598169896597,0,-1,8191,148
1638389598.253063,1638389598268003733,0,0,8191,155
1638389598.353788,1638389598368515669,0,1,8191,154
1638389598.4633205,1638389598478249834,0,-1,8191,152
1638389598.5535407,1638389598568582423,0,0,8191,152
1638389598.653749,1638389598668434318,0,-2,8191,150
1638389598.7535536,1638389598768488502,0,0,8191,152
1638389598.8408937,1638389598855655992,-1,-3,8190,150
1638389598.9407017,1638389598955441118,0,0,8190,146
1638389599.0404637,1638389599055174018,0,1,8190,149
1638389599.1422617,1638389599156927413,-1,-3,8190,149
1638389599.246361,1638389599256842143,-1,0,8190,147
1638389599.3419335,1638389599356765154,0,4,8190,148
1638389599.4549417,1638389599469642778,14,-5,8191,140
1638389599.5574546,1638389599571899862,20,11,8191,119
1638389599.6545382,1638389599668658294,35,10,8191,133
1638389599.754693,1638389599768999371,42,8,8191,153
1638389599.854618,1638389599869167482,16,0,232,150
1638389599.94152,1638389599956220045,16,4,8190,149
1638389600.042153,1638389600056058591,0,0,8190,153
1638389600.1414359,1638389600155676838,-9,1,8190,152
1638389600.2459881,1638389600255614143,2,0,8190,153
1638389600.3410199,1638389600355369888,7,-4,8190,143
1638389600.4542823,1638389600468572792,20,0,8191,132
1638389600.5409896,1638389600555298193,19,6,8190,110
1638389600.6541345,1638389600668407714,32,2,8191,128
1638389600.7406437,1638389600755278425,40,8,8190,145
1638389600.8535821,1638389600868394821,50,4,8191,122
1638389600.9562342,1638389600968449987,31,13,8191,89
1638389601.0535765,1638389601068352307,45,3,8191,98
1638389601.153238,1638389601168206771,43,-2,8191,107
1638389601.2424226,1638389601257281787,34,16,8190,78
1638389601.3463278,1638389601361180243,47,0,8190,84
1638389601.44228,1638389601456456869,48,1,8190,100
1638389601.562106,1638389601576237185,53,16,8191,120
1638389601.6436267,1638389601658123940,55,14,8190,138
1638389601.7434087,1638389601756496658,51,10,8190,137
1638389601.8546207,1638389601869526466,44,7,8191,134
1638389601.9571316,1638389601971181315,34,-2,8191,146
1638389602.125363,1638389602069470509,28,-6,8191,151
1638389602.14984,1638389602164400704,15,-4,8190,154
1638389602.2438073,1638389602258383989,0,-3,8190,153
1638389602.3434107,1638389602358333734,0,1,8190,152
1638389602.4428158,1638389602457313027,0,0,8190,150
1638389602.5571542,1638389602572016112,-1,0,8191,154
1638389602.6555252,1638389602670351093,0,0,8191,151
1638389602.7433345,1638389602758093027,0,0,8190,146
1638389602.845213,1638389602859134003,0,0,8190,152
1638389602.9448123,1638389602959157705,0,0,8190,150
1638389603.0439684,1638389603058687105,0,0,8190,152
1638389603.1590974,1638389603172626271,0,0,8191,152
1638389603.2820652,1638389603258393466,0,0,8190,156
1638389603.3585567,1638389603372026231,0,0,8191,156
1638389603.4442217,1638389603458251126,-5,0,8190,156
1638389603.5436304,1638389603558328652,7,0,8190,156
1638389603.657798,1638389603672089852,19,-1,8191,152
1638389603.7441065,1638389603759046037,28,0,8190,153
1638389603.844849,1638389603859327101,41,-4,8190,149
1638389603.9448552,1638389603959234682,37,-4,8190,143
1638389604.0590067,1638389604073329434,45,-6,8191,129
1638389604.159026,1638389604173338546,44,-2,8191,97
1638389604.2464032,1638389604260449539,52,-13,8190,95
1638389604.349117,1638389604363883750,56,-11,8190,120
1638389604.4420214,1638389604455993618,41,-9,8190,122
1638389604.5413885,1638389604556206008,31,-8,8190,124
1638389604.656622,1638389604670716387,21,0,8191,110
1638389604.7435591,1638389604757684050,12,1,8190,108
1638389604.842157,1638389604856928643,9,3,8190,107
1638389604.944067,1638389604958629081,-4,0,8190,110
1638389605.0540118,1638389605068603145,-1,0,8191,113
1638389605.1536257,1638389605168433792,0,0,8191,110
1638389605.2427647,1638389605257535501,9,1,8190,110
1638389605.354164,1638389605368644504,16,5,8191,115
1638389605.4540582,1638389605468548275,19,7,8191,114
1638389605.5408137,1638389605555363460,26,7,8190,118
1638389605.642854,1638389605657425632,31,4,8190,105
1638389605.7445354,1638389605757961424,24,6,8190,100
1638389605.8589442,1638389605869463442,34,4,8191,108
1638389605.9563537,1638389605970823334,38,5,8190,120
1638389606.0425987,1638389606056545840,51,8,8190,125
1638389606.1422,1638389606156840408,39,8,8190,122
1638389606.2423587,1638389606257113987,33,7,8190,130
1638389606.342637,1638389606357082154,20,3,8190,132
1638389606.4426682,1638389606457200943,9,1,8190,137
1638389606.542417,1638389606557252338,-1,2,8190,135
1638389606.6427157,1638389606657192693,-2,0,8190,135
1638389606.7560198,1638389606770627881,0,0,8191,132
1638389606.840279,1638389606854788648,-1,1,8190,135
1638389606.9423501,1638389606956739908,0,0,8190,133
1638389607.055202,1638389607069959437,0,0,147,135
1638389607.1429915,1638389607157441420,0,0,8190,133
1638389607.245115,1638389607259149737,0,0,8190,132
1638389607.3553126,1638389607370057178,0,0,8190,134
1638389607.4576597,1638389607471468105,0,0,8191,135
1638389607.5595467,1638389607556610906,0,0,8190,133
1638389607.655083,1638389607669806904,0,0,8191,132
1638389607.767206,1638389607756766864,0,0,8190,135
1638389607.8557508,1638389607870328585,0,0,8191,139
1638389607.9424314,1638389607956674180,0,0,8190,139
1638389608.042066,1638389608056738577,0,0,8190,133
1638389608.1534178,1638389608168074421,0,-1,8191,138
1638389608.2437077,1638389608256781769,0,0,8190,136
1638389608.342249,1638389608356964247,0,0,8190,132
1638389608.4551687,1638389608469615955,0,3,8190,131
1638389608.555139,1638389608569810777,16,1,8191,132
1638389608.6421275,1638389608656878619,11,6,8190,141
1638389608.753334,1638389608767907489,0,0,8191,126
1638389608.8568976,1638389608867953355,33,10,8191,106
1638389609.01472,1638389608968522806,18,-6,8191,116
1638389609.0417576,1638389609055936540,39,6,8190,106
1638389609.1402276,1638389609154829477,46,-4,8190,90
1638389609.2401586,1638389609254783700,21,-6,8190,82
1638389609.3426292,1638389609356717631,15,-4,8190,78
1638389609.4399273,1638389609454606625,13,-4,8190,76
1638389609.5424318,1638389609556656597,0,0,8190,75
1638389609.6544867,1638389609669138124,-1,0,8191,75
1638389609.7415228,1638389609756128174,0,0,8190,81
1638389609.8413348,1638389609855806619,0,0,8190,81
1638389609.9411838,1638389609955907350,-2,0,8190,71
1638389610.0563831,1638389610070819167,0,0,8191,74
1638389610.1423206,1638389610156444100,0,0,8190,76
1638389610.244417,1638389610255939341,-2,0,8190,74
1638389610.3424623,1638389610356613002,2,0,8190,73
1638389610.442724,1638389610456699588,0,0,8190,71
1638389610.5412028,1638389610555836657,0,0,8190,79
1638389610.6420724,1638389610656447766,1,0,8190,73
1638389610.7417533,1638389610756057329,0,-1,8190,71
1638389610.8548415,1638389610869086059,-2,0,8191,78
1638389610.9612327,1638389610970885067,2,0,8191,76
1638389611.055085,1638389611069484295,0,0,8191,72
1638389611.1420302,1638389611156392040,-2,1,8190,74
1638389611.255089,1638389611269391837,0,0,8191,77
1638389611.3548822,1638389611369432092,2,0,8191,76
1638389611.4439788,1638389611458067311,-6,1,8190,78
1638389611.554967,1638389611569177189,8,0,8191,80
1638389611.6552162,1638389611669263797,17,0,8191,71
1638389611.7416556,1638389611756105345,13,-1,8190,71
1638389611.842047,1638389611856103829,0,0,8190,72
1638389611.955094,1638389611969208313,-2,0,8191,71
1638389612.055241,1638389612069330247,-1,1,8191,69
1638389612.1550539,1638389612169211046,-1,0,8191,73
1638389612.2552688,1638389612269211062,0,0,8191,69
1638389612.342457,1638389612356815326,0,0,8190,72
1638389612.4415472,1638389612455730723,0,0,8190,71
1638389612.5413566,1638389612555936934,-3,0,8190,66
1638389612.6424768,1638389612656937248,-1,0,8190,76
1638389612.7544234,1638389612769019636,0,0,8191,74
1638389612.85471,1638389612869094338,-2,0,8190,70
1638389612.9552279,1638389612969521275,-2,-1,8191,72
1638389613.042461,1638389613056649776,-4,0,8190,75
1638389613.143646,1638389613157742663,-2,0,8190,77
1638389613.2670002,1638389613275952901,1,-1,8191,74
1638389613.3415778,1638389613355926463,-6,2,8190,75
1638389613.4545226,1638389613469006256,0,0,8191,75
1638389613.554715,1638389613569172593,0,0,8191,79
1638389613.6445582,1638389613657099267,0,0,8190,72
1638389613.7439284,1638389613757900803,0,0,8190,69
1638389613.8557823,1638389613870327741,0,0,8191,81
1638389613.9421673,1638389613956482098,-1,0,8190,72
1638389614.0431972,1638389614057212813,0,0,8190,73
1638389614.1579788,1638389614171612351,0,-1,8190,74
1638389614.2560897,1638389614270246701,0,0,8191,80
1638389614.3572843,1638389614371409243,0,0,8191,75
1638389614.4449234,1638389614458980524,0,0,8190,73
1638389614.5428038,1638389614557325503,0,-1,8190,78
1638389614.6440299,1638389614658156331,0,0,8190,74
1638389614.7910194,1638389614757626398,0,-1,8190,74
1638389614.8568826,1638389614871129022,0,-1,8191,72
1638389614.957777,1638389614971073144,0,0,8191,80
1638389615.0577903,1638389615071087176,-9,2,8191,77
1638389615.1441917,1638389615158009892,0,1,8190,75
1638389615.24313,1638389615257628675,0,0,8190,74
1638389615.3573577,1638389615371471423,-5,0,8191,79
1638389615.444006,1638389615457813938,0,-1,8190,79
1638389615.5600517,1638389615573479211,0,0,8191,84
1638389615.645949,1638389615660301928,0,0,8190,80
1638389615.7584534,1638389615772112100,-1,0,8191,79
1638389615.8456032,1638389615859083409,0,1,8190,81
1638389615.9652643,1638389615974539466,-1,-1,8191,82
1638389616.0484078,1638389616058219063,-1,1,8190,87
1638389616.1583126,1638389616172079021,-8,-4,8191,87
1638389616.2420661,1638389616256572779,-4,0,8190,83
1638389616.343404,1638389616357092769,0,0,8190,82
1638389616.446501,1638389616460084444,-1,0,8190,90
1638389616.5595553,1638389616573326182,0,-1,8191,86
1638389616.643285,1638389616657396873,0,0,8190,87
1638389616.753995,1638389616768422080,-6,2,8191,86
1638389616.8542597,1638389616868664782,-8,2,8191,98
1638389616.9554343,1638389616969081076,-1,0,8191,91
1638389617.0424862,1638389617056746363,-1,0,8190,93
1638389617.1428158,1638389617157093721,-9,4,8190,96
1638389617.2414777,1638389617255553292,-5,0,8190,96
1638389617.3410914,1638389617355349095,-1,0,8190,90
1638389617.441232,1638389617455206199,-7,1,8190,95
1638389617.5560136,1638389617570396632,-8,2,8191,97
1638389617.6406786,1638389617654959209,-1,-3,8190,97
1638389617.7555768,1638389617769961832,0,0,8190,105
1638389617.853767,1638389617868142657,-16,-1,8191,95
1638389617.9406796,1638389617954961193,-11,-3,8190,104
